month,County,Count,TotalHU,CustomerOut,CustomerMinutes,MedCustomerMinutes,MinCustomerMinutes,MaxCustomerMinutes,AvgCustomerMinutes,MedCustomerOut,MinCustomerOut,MaxCustomerOut,AvgCustomerOut,TotalDuration,MaxDuration,MinDuration,AvgDuration,MedDuration,PctCustomerOut,PctDuration
Feb,Del Norte,4,11590,5618,133784530,2558830,352560,128314310,33446132.5,980.5,718,2939,1404.5,1440,1030,60,360,175,0.12118205349439172,0.06999999999999999
Feb,El Dorado,19,93927,70099,47161326160,12367290,288000,28958928920,2482175061.0526314,1812,645,19192,3689.421052631579,23640,6680,60,1244.2105263157896,330,0.1865784066349399,1.1199999999999999
Feb,Fresno,3,338718,11182,36985280,2193030,1580400,33211850,12328426.666666668,2936,1953,6293,3727.3333333333335,490,310,90,163.33333333333334,90,0.008253178160003307,0.02
Feb,Glenn,3,11185,7924,39040480,15158840,458920,23422720,13013493.333333334,998,573,6353,2641.3333333333335,940,640,70,313.3333333333333,230,0.17711220384443452,0.04
Feb,Humboldt,6,63591,19940,21817052830,5410560,493080,21707084040,3636175471.6666665,1965.5,1152,10735,3323.3333333333335,8300,6870,60,1383.3333333333333,210,0.0783915962950732,0.38999999999999996
Feb,Imperial,1,58658,1288,2898000,2898000,2898000,2898000,2898000,1288,1288,1288,1288,150,150,150,150,150,0.00548944730471547,0.01
Feb,Kern,15,303102,72565,2863917200,3790640,669900,2080340440,190927813.3333333,3923,2001,11394,4837.666666666667,5200,2060,60,346.66666666666663,100,0.059851964025311614,0.25
Feb,Kings,1,47140,647,288610,288610,288610,288610,288610,647,647,647,647,70,70,70,70,70,0.003431268561731014,0
Feb,Lake,4,35492,5152,9612810,632405,347120,8000880,2403202.5,913.5,543,2782,1288,550,340,60,137.5,75,0.036289868139299,0.03
Feb,Lassen,2,12710,2864,96852760,48426380,46384060,50468700,48426380,1432,772,2092,1432,1370,790,580,685,685,0.05633359559402046,0.06999999999999999
Feb,Madera,10,51491,17262,1228247890,1689690,243540,839860420,122824789,1455.5,671,4361,1726.2,6120,2660,60,612,150,0.0838107630459692,0.29
Feb,Marin,13,112601,40651,3069553370,2619320,1120210,2925027200,236119490,2489,679,10062,3127,6000,3200,60,461.53846153846155,140,0.09025452704682907,0.29
Feb,Mariposa,10,10512,17733,386540080,1788010,244920,258457280,38654008,692,517,8586,1773.3,3570,1330,60,357,120,0.4217323059360731,0.16999999999999998
Feb,Mendocino,5,41054,15915,2787212140,3477750,187920,2657882670,557442428,1786,536,9540,3183,5120,3810,60,1024,150,0.09691503872947825,0.24
Feb,Merced,12,88113,16231,112436560,1095140,226800,94126380,9369713.333333334,1055,523,4045,1352.5833333333335,1830,570,60,152.5,120,0.04605166093538978,0.09
Feb,Mono,5,14215,5935,180512720,7511840,873600,150719280,36102544,1226,598,1785,1187,2610,1590,80,522,280,0.10437917692578262,0.12
Feb,Monterey,10,142847,54253,24760751900,3440510,487120,17339987270,2476075190,2813.5,763,17032,5425.3,11540,6310,70,1154,170,0.09494949141389039,0.5499999999999999
Feb,Napa,10,54759,25341,720740330,6920365,183660,436903200,72074033,2503.5,511,5080,2534.1,5140,1790,60,514,305,0.11569331068865392,0.24
Feb,Nevada,14,54813,37410,548331010,4572535,245420,486676260,39166500.71428571,1664,501,11492,2672.1428571428573,3370,1260,70,240.7142857142857,160,0.1706255815226315,0.16
Feb,Orange,1,1112447,7262,4576480,4576480,4576480,4576480,4576480,7262,7262,7262,7262,80,80,80,80,80,0.0016319878609947261,0
Feb,Placer,10,172645,28119,216167960,6443965,360960,119403260,21616796,2617.5,955,6988,2811.9,2500,860,60,250,145,0.04071794723276087,0.12
Feb,Plumas,8,16137,17593,691248260,875135,289100,337658720,86406032.5,1262.5,590,4650,2199.125,3510,1250,70,438.75,100,0.2725568569126851,0.16999999999999998
Feb,Riverside,7,867637,67929,2489498150,77687050,6689200,1048272500,355642592.85714287,10131,5398,11729,9704.142857142857,3500,1100,80,500,350,0.019572989625845832,0.16999999999999998
Feb,Sacramento,2,585981,10356,4908680,2454340,1317000,3591680,2454340,5178,3659,6697,5178,140,80,60,70,70,0.004418231990457029,0.01
Feb,San Benito,1,20246,769,682200,682200,682200,682200,682200,769,769,769,769,100,100,100,100,100,0.009495702854884916,0
Feb,San Bernardino,12,735705,80496,259779790,4828615,1416600,165594240,21648315.833333336,5645,4053,12973,6708,1670,480,60,139.16666666666666,100,0.02735335494525659,0.08
Feb,San Diego,2,1233344,13763,4942260,2471130,2356320,2585940,2471130,6881.5,6574,7189,6881.5,120,60,60,60,60,0.0027897731695293447,0.01
Feb,San Francisco,6,408176,32192,294672320,6225900,1564440,266354040,49112053.33333333,4833,2900,10064,5365.333333333333,1430,860,60,238.33333333333331,115,0.0197169848300733,0.06999999999999999
Feb,San Joaquin,6,252576,17094,11875850,1276535,571260,4397940,1979308.3333333335,2382.5,1826,5751,2849,520,140,60,86.66666666666667,80,0.016919659825161536,0.02
Feb,San Luis Obispo,17,123678,58166,568000550,3081120,227580,233527680,33411797.05882353,1389,683,18915,3421.529411764706,4190,960,60,246.47058823529412,140,0.11757547825805721,0.2
Feb,San Mateo,10,281148,70470,3158574420,5457610,642600,2852495800,315857442,4429.5,1771,19002,7047,3830,2200,60,383,125,0.06266272568184729,0.18
Feb,Santa Barbara,16,160661,59209,1853489330,2360480,306060,1658780480,115843083.125,2066.5,849,20617,3700.5625,5290,2240,60,330.625,115,0.09213343624152719,0.25
Feb,Santa Clara,7,681145,82728,1007421690,24183200,1943130,819958400,143917384.2857143,8175,3982,28886,11818.285714285714,1910,800,70,272.85714285714283,190,0.030363578973639973,0.09
Feb,Santa Cruz,13,106148,44542,10338498360,1965880,201840,5763633280,795269104.6153846,1105,564,14653,3426.307692307693,9340,4000,60,718.4615384615383,120,0.10490541508083054,0.44
Feb,Shasta,11,78241,41828,173753110910,2248320,537210,173619948000,15795737355.454546,996,552,30929,3802.5454545454545,14580,11400,60,1325.4545454545453,120,0.13365115476540432,0.69
Feb,Sierra,8,2401,6450,530190800,3585790,225360,359057760,66273850,678,541,1239,806.25,4600,2140,60,575,215,0.6715951686797168,0.22
Feb,Siskiyou,8,24388,21669,165175270,6066800,982500,117569700,20646908.75,2335.5,753,5623,2708.625,2460,900,100,307.5,225,0.22212768574708874,0.12
Feb,Solano,9,161786,25557,99320010,2589160,579600,72406200,11035556.666666668,2580,1191,5092,2839.6666666666665,1530,600,60,170,120,0.039491983237115696,0.06999999999999999
Feb,Sonoma,11,206362,25815,5765162510,2976000,661120,5672531520,524105682.72727257,1645,1033,7736,2346.818181818182,6160,4230,70,560,160,0.031273926401178515,0.29
Feb,Stanislaus,1,186003,5539,124289280,124289280,124289280,124289280,124289280,5539,5539,5539,5539,480,480,480,480,480,0.007444772396144148,0.02
Feb,Sutter,1,34675,1410,507600,507600,507600,507600,507600,1410,1410,1410,1410,60,60,60,60,60,0.010165825522710887,0
Feb,Tehama,5,27858,7300,448966540,6012170,551600,409669400,89793308,1362,852,2247,1460,3380,2380,80,676,190,0.06551080479574987,0.16
Feb,Trinity,3,8951,2485,720140090,42379440,4245210,673515440,240046696.6666667,593,589,1303,828.3333333333334,4130,2990,270,1376.6666666666667,870,0.06940565299966484,0.2
Feb,Tulare,7,151433,12657,14870090,1242670,302520,7642670,2124298.5714285714,1294,854,5171,1808.1428571428573,770,230,60,110,80,0.02089537947475121,0.04
Feb,Tuolumne,16,32009,58102,13602665940,5765040,270480,12336719820,850166621.25,926,552,26706,3631.375,11220,4170,70,701.25,285,0.4537942453684901,0.53
Feb,Ventura,5,290889,22742,19544970,2501280,904440,8142200,3908994,3216,2474,8419,4548.4,460,110,60,92,90,0.01954525609424901,0.02
Feb,Yolo,3,79713,6385,5877390,1506960,527310,3843120,1959130,2674,651,3060,2128.3333333333335,300,120,90,100,90,0.020024964560360292,0.01
Feb,Yuba,7,29477,13611,47623100,3413740,600960,15556360,6803300,706,563,6687,1944.4285714285713,1480,450,80,211.42857142857142,190,0.11543745971435357,0.06999999999999999
Jan,Alameda,9,619166,82193,68108600,6526980,1440360,14385300,7567622.222222222,7547,4012,18178,9132.555555555555,910,180,60,101.11111111111111,100,0.03318698055125766,0.04
Jan,Alpine,1,1822,1289,2526440,2526440,2526440,2526440,2526440,1289,1289,1289,1289,140,140,140,140,140,0.17686608122941821,0.01
Jan,Amador,17,19079,34144,195524870,2217000,256760,128756400,11501462.941176469,1420,524,6647,2008.4705882352941,2960,820,60,174.11764705882354,110,0.4474029037161277,0.13999999999999999
Jan,Butte,8,88341,15210,283277320,3952685,2183250,96756000,35409665,1688,972,3157,1901.25,3390,880,130,423.75,200,0.0430434339661086,0.16
Jan,Calaveras,6,29159,7872,150747670,1097465,426020,141317080,25124611.666666668,1193,592,2713,1312,1710,1060,70,285,115,0.06749202647553071,0.08
Jan,Colusa,2,8220,2360,14265710,7132855,767030,13498680,7132855,1180,737,1623,1180,500,390,110,250,250,0.07177615571776155,0.02
Jan,Contra Costa,5,421474,17484,207068080,1881630,1481120,195658090,41413616,2423,2334,5820,3496.8,1040,670,80,208,90,0.010370746475464678,0.05
Jan,Del Norte,8,11590,13036,348720850,4316880,308840,271257240,43590106.25,1680.5,631,2436,1629.5,3390,1830,60,423.75,195,0.281190681622088,0.16
Jan,El Dorado,11,93927,19526,692797780,1346520,327960,656369280,62981616.36363636,911,529,6003,1775.090909090909,3030,1460,60,275.45454545454544,110,0.05197121168567079,0.13999999999999999
Jan,Fresno,3,338718,10751,111960810,1315920,667440,109977450,37320270,2060,1896,6795,3583.6666666666665,690,550,60,230,80,0.007935066928831653,0.03
Jan,Glenn,1,11185,572,280280,280280,280280,280280,280280,572,572,572,572,70,70,70,70,70,0.012784979883772911,0
Jan,Humboldt,13,63591,23693,583227270,12329060,366800,321970880,44863636.15384616,1475,574,3775,1822.5384615384614,5150,1540,60,396.15384615384613,290,0.09314604267899546,0.24
Jan,Inyo,1,9478,817,3551310,3551310,3551310,3551310,3551310,817,817,817,817,210,210,210,210,210,0.021549905043258072,0.01
Jan,Kern,17,303102,64026,584956350,4419240,905100,419885780,34409197.058823526,2558,2026,14420,3766.235294117647,3240,730,60,190.58823529411762,140,0.05280895540115209,0.15
Jan,Kings,1,47140,856,547360,547360,547360,547360,547360,856,856,856,856,80,80,80,80,80,0.004539669070852779,0
Jan,Lake,5,35492,12266,170731350,9944030,180780,123713560,34146270,2690,503,5443,2453.2,1710,760,60,342,260,0.08639975205680153,0.08
Jan,Los Angeles,1,3571222,24764,27522660,27522660,27522660,27522660,27522660,24764,24764,24764,24764,110,110,110,110,110,0.0017335802702828332,0.01
Jan,Madera,7,51491,8853,19482250,1353500,202200,8150970,2783178.571428572,1084,568,2455,1264.7142857142858,910,280,60,130,100,0.042983239789477774,0.04
Jan,Marin,11,112601,46489,2563652740,1063740,288610,2513120620,233059340,1863,594,23859,4226.272727272727,3450,1940,60,313.6363636363636,110,0.1032162236569835,0.16
Jan,Mariposa,3,10512,5800,30992390,5006250,2933920,23052220,10330796.666666666,801,607,4392,1933.3333333333335,780,310,220,260,250,0.13793759512937595,0.04
Jan,Mendocino,9,41054,13643,2292192300,11113200,593280,1294084820,254688033.3333333,1007,630,4225,1515.888888888889,7110,3070,80,790,370,0.08307960247478931,0.33999999999999997
Jan,Merced,10,88113,32843,70927290,1160490,196740,30536840,7092729,1237.5,547,14686,3284.3,1440,370,60,144,120,0.0931843201343729,0.06999999999999999
Jan,Mono,2,14215,1064,1266650,633325,272930,993720,633325,532,507,557,532,210,140,70,105,105,0.01871262750615547,0.01
Jan,Monterey,15,142847,47161,5463624910,2077760,364800,5122895940,364241660.6666666,1938,791,15156,3144.0666666666666,5980,3060,60,398.66666666666663,110,0.08253761017032209,0.27999999999999997
Jan,Napa,8,54759,14412,134008650,1018920,242760,125532860,16751081.25,728,572,4407,1801.5,1470,740,60,183.75,105,0.06579740316660275,0.06999999999999999
Jan,Nevada,6,54813,11188,305180750,1144660,490560,300118260,50863458.33333333,1739.5,507,3722,1864.6666666666667,1840,1380,70,306.66666666666663,95,0.05102804079324248,0.09
Jan,Orange,2,1112447,86156,75098730,37549365,9092880,66005850,37549365,43078,14251,71905,43078,230,150,80,115,115,0.019361821282272325,0.01
Jan,Placer,11,172645,19053,15280180,1474720,464640,2534400,1389107.2727272727,1614,871,2806,1732.090909090909,1050,130,60,95.45454545454545,90,0.02758985200845666,0.05
Jan,Plumas,1,16137,6066,68739000,68739000,68739000,68739000,68739000,6066,6066,6066,6066,750,750,750,750,750,0.0939765755716676,0.04
Jan,Riverside,2,867637,17489,25459950,12729975,1972800,23487150,12729975,8744.5,5480,12009,8744.5,210,150,60,105,105,0.005039261811103031,0.01
Jan,Sacramento,1,585981,140044,5123374900,5123374900,5123374900,5123374900,5123374900,140044,140044,140044,140044,1450,1450,1450,1450,1450,0.05974767099957166,0.06999999999999999
Jan,San Bernardino,9,735705,62108,635571420,10464750,1997730,286053300,70619046.66666666,6520,4083,12331,6900.888888888889,2470,780,70,274.44444444444446,150,0.021104926567034343,0.12
Jan,San Diego,2,1233344,37089,53626200,26813100,2786040,50840160,26813100,18544.5,7739,29350,18544.5,200,140,60,100,100,0.007517975520211717,0.01
Jan,San Francisco,3,408176,12020,16681670,6953400,2447000,7281270,5560556.666666667,3177,2465,6378,4006.6666666666665,390,170,100,130,120,0.007362020304966485,0.02
Jan,San Joaquin,6,252576,39434,1253372010,2908685,988560,1241003400,208895335,4033,1432,13763,6572.333333333333,1980,1560,60,330,95,0.039031816166223234,0.09
Jan,San Luis Obispo,9,123678,15945,99920420,5407920,437990,34362000,11102268.888888888,1224,652,4269,1771.6666666666667,2140,500,70,237.77777777777777,260,0.032230873720467665,0.1
Jan,San Mateo,6,281148,41161,2276673610,6542630,1903680,2007128970,379445601.6666667,3804.5,2327,23553,6860.166666666667,2980,1530,80,496.6666666666667,170,0.036600829456371733,0.13999999999999999
Jan,Santa Barbara,12,160661,55255,527660910,3312740,712890,371490000,43971742.5,1341.5,829,22755,4604.583333333334,3700,870,70,308.33333333333337,160,0.0859807296107954,0.18
Jan,Santa Clara,4,681145,46067,2117031200,13655675,3055600,2086664250,529257800,6616.5,5691,27143,11516.75,2060,1650,80,515,165,0.016907927093350168,0.1
Jan,Santa Cruz,22,106148,58642,2500151000,2373685,195960,1964135360,113643227.27272728,1123,545,12523,2665.545454545455,6730,1760,60,305.9090909090909,155,0.13811376568564646,0.32
Jan,Shasta,5,78241,7966,90357740,4845340,935000,76209700,18071548,1623,857,2801,1593.2,1300,700,100,260,170,0.025453406781610663,0.06
Jan,Sierra,4,2401,3048,127006000,26642925,1183840,72536310,31751500,604,603,1237,762,2080,900,140,520,520,0.31736776343190337,0.1
Jan,Siskiyou,6,24388,5481,127204600,1050290,201600,123029950,21200766.666666664,636,518,2308,913.5,1510,970,60,251.66666666666669,125,0.056185419058553385,0.06999999999999999
Jan,Solano,9,161786,27972,80034560,1276920,564000,63683290,8892728.888888888,1224,872,9104,3108,1200,370,60,133.33333333333334,110,0.043223764726243306,0.06
Jan,Sonoma,7,206362,27663,1794121500,3366360,523320,1720844820,256303071.4285714,1730,1039,14472,3951.8571428571427,2890,1670,70,412.85714285714283,180,0.033512710673476706,0.13999999999999999
Jan,Stanislaus,1,186003,2422,2196480,2196480,2196480,2196480,2196480,2422,2422,2422,2422,120,120,120,120,120,0.003255323838862814,0.01
Jan,Sutter,4,34675,6953,9302380,1926710,259200,5189760,2325595,1282.5,720,3668,1738.25,410,180,60,102.5,85,0.05012977649603461,0.02
Jan,Tehama,8,27858,9363,24084560,1667880,266280,7459670,3010570,1147.5,554,1782,1170.375,1210,290,60,151.25,105,0.08402433771268576,0.06
Jan,Trinity,1,8951,790,88653780,88653780,88653780,88653780,88653780,790,790,790,790,1070,1070,1070,1070,1070,0.022064573790637917,0.05
Jan,Tulare,7,151433,14071,100224320,985950,560520,89945640,14317760,2076,1032,3355,2010.142857142857,1280,680,60,182.85714285714283,70,0.023229745167829996,0.06
Jan,Tuolumne,4,32009,10381,439175350,30143745,594100,378293760,109793837.5,1500,606,6775,2595.25,2000,1080,90,500,415,0.0810787590990034,0.1
Jan,Ventura,6,290889,27970,219383830,20383200,1458720,107990850,36563971.66666667,4582.5,1924,7893,4661.666666666667,1810,590,80,301.6666666666667,250,0.02403837890054282,0.09
Jan,Yolo,7,79713,18070,68885620,5284170,324000,45626490,9840802.857142856,1353,523,6958,2581.4285714285716,1240,390,70,177.14285714285714,160,0.056672061018905324,0.06
Jan,Yuba,5,29477,8178,44557550,1316480,291000,39817000,8911510,1150,809,3624,1635.6,960,580,60,192,110,0.06935916138005903,0.05
Jul,Alameda,2,619166,9165,9816450,4908225,3086480,6729970,4908225,4582.5,4342,4823,4582.5,210,130,80,105,105,0.003700542342441284,0.01
Jul,Amador,4,19079,15061,79910040,1141360,188820,77438500,19977510,709,525,13118,3765.25,540,250,60,135,115,0.1973504900676136,0.03
Jul,Butte,11,88341,20696,41373590,1842360,236520,16741120,3761235.4545454546,1531,657,3666,1881.4545454545455,1530,290,60,139.0909090909091,100,0.05856850160174777,0.06999999999999999
Jul,Calaveras,5,29159,5005,89200350,1361620,491670,69857060,17840070,883,607,1750,1001,1580,910,90,316,130,0.042911279536335264,0.08
Jul,Contra Costa,7,421474,23517,15885450,1555540,800220,5408200,2269350,3309,2244,4897,3359.5714285714284,580,140,60,82.85714285714286,70,0.013949259029026701,0.03
Jul,Del Norte,1,11590,1681,3917820,3917820,3917820,3917820,3917820,1681,1681,1681,1681,170,170,170,170,170,0.036259706643658324,0.01
Jul,El Dorado,7,93927,14253,37499420,4487520,513400,20011800,5357060,1874,514,3702,2036.142857142857,1070,300,100,152.85714285714286,120,0.03793637612188189,0.05
Jul,Fresno,6,338718,15924,101317410,1990900,624900,92231370,16886235,2717,1738,3326,2654,1040,630,60,173.33333333333331,85,0.011753139779993977,0.05
Jul,Glenn,1,11185,532,14360840,14360840,14360840,14360840,14360840,532,532,532,532,520,520,520,520,520,0.011890925346446134,0.02
Jul,Humboldt,11,63591,14074,200359890,1490720,204480,97390840,18214535.454545453,806,506,3887,1279.4545454545455,3000,1240,60,272.72727272727275,90,0.05533015678319259,0.13999999999999999
Jul,Imperial,1,58658,1579,568440,568440,568440,568440,568440,1579,1579,1579,1579,60,60,60,60,60,0.006729687340175253,0
Jul,Kern,16,303102,64226,164468360,4788445,572040,44522400,10279272.5,3604.5,1589,7863,4014.125,2460,300,60,153.75,140,0.05297391637138653,0.12
Jul,Kings,6,47140,7623,5258350,898075,520020,1207500,876391.6666666666,1293,539,1933,1270.5,580,150,70,96.66666666666667,85,0.040427450148493846,0.03
Jul,Lake,9,35492,22547,11864002400,1552980,402430,11851508940,1318222488.8888888,919,533,11131,2505.222222222222,7630,6690,70,847.7777777777778,120,0.15881747999549195,0.36
Jul,Los Angeles,2,3571222,42307,46613460,23306730,6606480,40006980,23306730,21153.5,18462,23845,21153.5,190,130,60,95,95,0.002961661302489736,0.01
Jul,Madera,11,51491,32227,57185250,3836000,199560,17345790,5198659.090909091,1658,555,16783,2929.727272727273,1770,350,60,160.9090909090909,160,0.15646909168592568,0.08
Jul,Marin,8,112601,17406,53415740,1932785,294350,28692900,6676967.5,1984.5,655,5206,2175.75,1460,540,60,182.5,125,0.03864530510386231,0.06999999999999999
Jul,Mariposa,9,10512,10994,1685162820,6836400,201960,1291611070,187240313.33333334,964,561,2110,1221.5555555555557,8040,3610,60,893.3333333333333,250,0.2614630898021309,0.38
Jul,Mendocino,8,41054,44908,2581324140,3161850,399000,2554159930,322665517.5,1849.5,989,31877,5613.5,2250,1330,60,281.25,130,0.27346908949188875,0.11
Jul,Merced,10,88113,18119,34779490,1644075,329040,13611510,3477949,1141,894,4767,1811.9,1380,330,60,138,125,0.05140841873503342,0.06999999999999999
Jul,Mono,1,14215,2893,13731900,13731900,13731900,13731900,13731900,2893,2893,2893,2893,350,350,350,350,350,0.05087935279634189,0.02
Jul,Monterey,14,142847,34489,70133280,2176410,287940,26818350,5009520,1529,744,10476,2463.5,2090,510,60,149.28571428571428,110,0.06036003556252494,0.1
Jul,Napa,6,54759,13126,52640910,2346825,235500,33566400,8773485,1986,675,4238,2187.6666666666665,1280,480,60,213.33333333333331,100,0.05992622217352399,0.06
Jul,Nevada,10,54813,21284,49942370,2408480,382560,16561350,4994237,1300,1063,5668,2128.4,1450,400,60,145,105,0.09707551128381953,0.06999999999999999
Jul,Orange,2,1112447,35722,57672810,28836405,6244440,51428370,28836405,17861,13317,22405,17861,270,210,60,135,135,0.00802779817825029,0.01
Jul,Placer,11,172645,43308,86689260,4188940,605520,38956840,7880841.818181817,2212,912,11424,3937.090909090909,1530,230,60,139.0909090909091,140,0.06271250253410177,0.06999999999999999
Jul,Plumas,7,16137,13448,106773930,4637440,1212160,57751200,15253418.571428573,1799,599,4022,1921.142857142857,1670,450,80,238.57142857142858,200,0.20834107950672368,0.08
Jul,Riverside,3,867637,37856,355833500,87392000,15470000,252971500,118611166.66666666,11896,8116,17844,12618.666666666666,960,500,140,320,320,0.010907787473332741,0.05
Jul,Sacramento,3,585981,35507,13678740,3800580,3773880,6104280,4559580,13491,4952,17064,11835.666666666666,210,90,60,70,60,0.015148528706562157,0.01
Jul,San Benito,4,20246,4227,10574760,751440,224520,8847360,2643690,978,651,1620,1056.75,560,320,60,140,90,0.05219549540650005,0.03
Jul,San Bernardino,15,735705,129608,447346680,9269100,1481040,149257920,29823112,7394,4167,21267,8640.533333333333,2630,490,60,175.33333333333334,150,0.044042109269340296,0.13
Jul,San Diego,1,1233344,7012,8221620,8221620,8221620,8221620,8221620,7012,7012,7012,7012,110,110,110,110,110,0.001421339058689222,0.01
Jul,San Francisco,7,408176,37839,24500280,2335320,887160,13007680,3500040,4625,2602,8765,5405.571428571428,550,160,60,78.57142857142857,60,0.023175664419270117,0.03
Jul,San Joaquin,7,252576,15553,18115260,1403280,479040,5400460,2587894.285714286,1865,1341,3621,2221.8571428571427,700,150,60,100,90,0.015394376346129482,0.03
Jul,San Luis Obispo,5,123678,7312,243302610,692000,250200,239581560,48660522,994,692,2834,1462.4,1730,1410,60,346,90,0.014780316628664759,0.08
Jul,San Mateo,9,281148,32546,18355410,1329840,946240,4679950,2039490,3571,1479,6316,3616.222222222222,710,110,60,78.88888888888889,80,0.028940273450282415,0.03
Jul,Santa Barbara,12,160661,18132,65016960,938555,445620,38897300,5418080,1247.5,863,3226,1511,1930,650,60,160.83333333333331,95,0.02821468806991118,0.09
Jul,Santa Clara,7,681145,33255,37615610,3832650,1333320,12301710,5373658.571428572,4417,3707,7444,4750.714285714285,750,170,60,107.14285714285714,90,0.01220555094730197,0.04
Jul,Santa Cruz,11,106148,22476,33689000,1519210,313250,7447320,3062636.3636363638,1264,750,6345,2043.2727272727273,1500,250,70,136.36363636363637,110,0.0529355239853789,0.06999999999999999
Jul,Shasta,7,78241,15312,79936508980,2291580,712000,79907196240,11419501282.857141,1565,698,5059,2187.4285714285716,20550,19430,70,2935.7142857142853,180,0.04892575503891822,0.98
Jul,Sierra,6,2401,4581,104554720,6155145,2624290,52738530,17425786.666666664,756.5,561,995,763.5,2590,870,170,431.6666666666667,305,0.4769887546855477,0.12
Jul,Siskiyou,5,24388,3843,16326280,1381600,331920,10458240,3265256,785,540,1022,768.6,860,320,60,172,160,0.03939437428243398,0.04
Jul,Solano,2,161786,6626,3956930,1978465,1556000,2400930,1978465,3313,2437,4189,3313,170,90,80,85,85,0.010238834015304166,0.01
Jul,Sonoma,4,206362,27534,64048300,6450415,1530650,49616820,16012075,3640.5,1328,18925,6883.5,600,220,110,150,135,0.033356431901222124,0.03
Jul,Stanislaus,2,186003,4399,4230920,2115460,1660000,2570920,2115460,2199.5,2170,2229,2199.5,210,110,100,105,105,0.005912539045069166,0.01
Jul,Sutter,1,34675,824,296520,296520,296520,296520,296520,824,824,824,824,60,60,60,60,60,0.0059408795962509016,0
Jul,Tehama,10,27858,20821,120898000,2207260,192960,90723980,12089800,1087,536,9157,2082.1,1850,430,60,185,140,0.18684937899346687,0.09
Jul,Tulare,4,151433,7040,14590580,837755,402430,12512640,3647645,2015.5,822,2187,1760,440,240,60,110,70,0.011622301611933991,0.02
Jul,Tuolumne,8,32009,21346,79616030,3182950,362240,39454500,9952003.75,1612.5,566,12104,2668.25,1580,580,80,197.5,155,0.1667187353556812,0.08
Jul,Ventura,8,290889,25432,64101530,1694305,724440,36689060,8012691.25,2697.5,1941,4748,3179,1070,340,60,133.75,65,0.021857134508351982,0.05
Jul,Yolo,8,79713,11998,67984760,3106860,242760,42525000,8498095,1670.5,515,2820,1499.75,2030,900,60,253.75,145,0.03762874311592839,0.1
Jul,Yuba,2,29477,2130,6761000,3380500,1400000,5361000,3380500,1065,730,1400,1065,400,300,100,200,200,0.01806493198086644,0.02
Jun,Alameda,10,619166,61491,105450270,3498725,1536540,62457660,10545027,5306.5,3874,10084,6149.1,1160,340,60,116,75,0.024828155938795088,0.06
Jun,Amador,6,19079,9610,29173730,2940610,360320,17929240,4862288.333333334,1198,563,2971,1601.6666666666667,900,280,70,150,120,0.12592379055506053,0.04
Jun,Butte,24,88341,64215,2440061120,1901185,264300,2319873840,101669213.33333331,1403,567,25207,2675.625,4780,1240,60,199.16666666666666,110,0.1817247936971508,0.22999999999999998
Jun,Calaveras,5,29159,10480,57990040,4994080,790020,35997150,11598008,2548,778,3494,2096,1150,410,70,230,180,0.08985218971844028,0.05
Jun,Contra Costa,3,421474,19362,182884360,89744500,950880,92188980,60961453.333333336,4815,3248,11299,6454,950,500,60,316.6666666666667,390,0.011484694192287068,0.05
Jun,Del Norte,2,11590,11107,3905420,1952710,931700,2973720,1952710,5553.5,770,10337,5553.5,170,110,60,85,85,0.23958153580672994,0.01
Jun,El Dorado,16,93927,20452,27526530,1010070,244200,6611250,1720408.125,926.5,569,4489,1278.25,1810,250,60,113.125,95,0.05443589170313116,0.09
Jun,Fresno,12,338718,59685,96666200,3574965,920520,42914120,8055516.666666666,3492.5,2083,22320,4973.75,1380,280,60,115,105,0.04405213186190282,0.06999999999999999
Jun,Glenn,4,11185,2264,67461060,9028140,271950,49132830,16865265,569,555,571,566,1780,930,70,445,390,0.050603486812695574,0.08
Jun,Humboldt,7,63591,12741,39727450,2082400,411360,29377370,5675350,1473,737,4322,1820.142857142857,1180,530,60,168.57142857142858,100,0.05008963532575365,0.06
Jun,Imperial,1,58658,582,36298920,36298920,36298920,36298920,36298920,582,582,582,582,790,790,790,790,790,0.0024804800709195677,0.04
Jun,Kern,14,303102,42836,211472670,1330260,551520,120911490,15105190.714285713,2821,1532,5466,3059.714285714286,2060,630,60,147.14285714285717,65,0.035331340604812904,0.1
Jun,Kings,2,47140,1501,2294820,1147410,945700,1349120,1147410,750.5,527,974,750.5,260,160,100,130,130,0.00796033092914722,0.01
Jun,Lake,5,35492,7148,1002638040,927360,279300,998895010,200527608,1373,570,2576,1429.6,4360,4010,60,872,90,0.05034937450693114,0.21
Jun,Los Angeles,2,3571222,107741,69176680,34588340,34359400,34817280,34588340,53870.5,52157,55584,53870.5,180,100,80,90,90,0.007542306246993326,0.01
Jun,Madera,6,51491,11770,28603160,2149870,533760,15952960,4767193.333333334,1910,641,3287,1961.6666666666667,950,320,70,158.33333333333334,130,0.05714590899380474,0.05
Jun,Marin,11,112601,18401,115417560,3017900,598320,52055100,10492505.454545457,990,739,3019,1672.8181818181818,2880,900,60,261.8181818181818,160,0.04085443290912159,0.13999999999999999
Jun,Mariposa,1,10512,3289,4426920,4426920,4426920,4426920,4426920,3289,3289,3289,3289,120,120,120,120,120,0.0782201293759513,0.01
Jun,Mendocino,5,41054,4158,23953690,3395490,273280,12924000,4790738,842,558,995,831.6,1030,400,70,206,190,0.025320309835825984,0.05
