month,County,Count,TotalHU,CustomerOut,CustomerMinutes,MedCustomerMinutes,MinCustomerMinutes,MaxCustomerMinutes,AvgCustomerMinutes,MedCustomerOut,MinCustomerOut,MaxCustomerOut,AvgCustomerOut,TotalDuration,MaxDuration,MinDuration,AvgDuration,MedDuration,PctCustomerOut,PctDuration
Jun,Merced,6,88113,4443,3975490,570460,278280,1135860,662581.6666666666,711.5,523,1016,740.5,560,130,60,93.33333333333333,90,0.012605971877021551,0.03
Jun,Mono,7,14215,7119,359316430,4609550,361920,338023750,51330918.571428575,729,556,2170,1017,2420,1250,60,345.7142857142857,240,0.12520225114315864,0.12
Jun,Monterey,12,142847,29376,32850420,1494630,477600,16093320,2737535,1496.5,723,9499,2448,1450,410,60,120.83333333333333,80,0.05141165022716613,0.06999999999999999
Jun,Napa,10,54759,23946,138670910,3634530,265090,76096500,13867091,1883.5,541,6225,2394.6,2270,750,70,227,150,0.1093244946036268,0.11
Jun,Nevada,7,54813,6117,45070720,1066390,878850,34582350,6438674.285714286,963,604,1144,873.8571428571429,1400,550,90,200,130,0.027899403426194517,0.06999999999999999
Jun,Orange,1,1112447,12196,3809120,3809120,3809120,3809120,3809120,12196,12196,12196,12196,70,70,70,70,70,0.002740804730472553,0
Jun,Placer,7,172645,21737,34557410,4366790,862000,10325490,4936772.857142857,3336,919,5824,3105.285714285714,1090,310,80,155.71428571428572,120,0.03147644009383417,0.05
Jun,Riverside,2,867637,12462,52624800,26312400,16839360,35785440,26312400,6231,5492,6970,6231,420,240,180,210,210,0.0035907873915012843,0.02
Jun,Sacramento,4,585981,52753,42546700,7148190,1722280,26528040,10636675,15260.5,3522,18710,13188.25,340,120,60,85,80,0.022506275800751218,0.02
Jun,San Benito,1,20246,5832,3342900,3342900,3342900,3342900,3342900,5832,5832,5832,5832,110,110,110,110,110,0.07201422503210511,0.01
Jun,San Bernardino,4,735705,34352,120454860,23225820,1861720,72141500,30113715,8938.5,3870,12605,8588,680,280,70,170,165,0.011673157039846133,0.03
Jun,San Francisco,8,408176,57697,46567690,4682725,775020,19837620,5820961.25,7081,2159,18032,7212.125,770,180,60,96.25,95,0.03533830994472972,0.04
Jun,San Joaquin,10,252576,23892,35968250,1409320,557400,21665070,3596825,1931.5,1554,3973,2389.2,1020,270,60,102,80,0.023648327632079056,0.05
Jun,San Luis Obispo,3,123678,3102,4058290,651000,517200,2890090,1352763.3333333333,872,651,1579,1034,350,190,60,116.66666666666667,100,0.006270314849852035,0.02
Jun,San Mateo,7,281148,30578,39656180,2885600,1181430,14849700,5665168.571428572,3881,1460,9421,4368.285714285715,830,250,60,118.57142857142857,100,0.027190305461891957,0.04
Jun,Santa Barbara,7,160661,11227,20481820,1440960,545760,12793860,2925974.285714286,1075,851,4147,1603.857142857143,940,370,60,134.28571428571428,100,0.01747001450258619,0.04
Jun,Santa Clara,10,681145,62754,94525170,5433545,1467480,34850500,9452517,5858,4115,8994,6275.4,1160,250,60,116,95,0.023032540795278538,0.06
Jun,Santa Cruz,7,106148,11124,17136090,1391160,359040,8735620,2448012.8571428573,1128,767,2785,1589.142857142857,890,340,60,127.14285714285714,120,0.02619926894524626,0.04
Jun,Shasta,9,78241,19078,440214240,1605990,288660,401430160,48912693.333333336,1338,544,7739,2119.777777777778,2980,1570,60,331.1111111111111,130,0.060959087946217454,0.13999999999999999
Jun,Siskiyou,2,24388,2055,2987760,1493880,598920,2388840,1493880,1027.5,828,1227,1027.5,240,170,70,120,120,0.021065688043299984,0.01
Jun,Solano,16,161786,80827,371311920,2785820,1012270,241574850,23206995,2644.5,889,33125,5051.6875,2740,500,70,171.25,130,0.12489801342514185,0.13
Jun,Sonoma,9,206362,22042,16437360,1541300,706320,4228200,1826373.3333333335,1993,1047,4063,2449.1111111111113,830,180,60,92.22222222222223,80,0.026703075178569697,0.04
Jun,Stanislaus,2,186003,4571,12893880,6446940,605640,12288240,6446940,2285.5,1683,2888,2285.5,300,240,60,150,150,0.006143718112073461,0.01
Jun,Sutter,2,34675,4677,3141640,1570820,903040,2238600,1570820,2338.5,1411,3266,2338.5,180,100,80,90,90,0.03372025955299207,0.01
Jun,Tehama,8,27858,18002,825726990,1599930,505800,816136640,103215873.75,795.5,549,12145,2250.25,2420,1520,60,302.5,140,0.16155143944288894,0.12
Jun,Tulare,10,151433,14803,61574370,3349065,328740,25543700,6157437,1638.5,901,2165,1480.3,1720,350,60,172,165,0.02443820039225268,0.08
Jun,Tuolumne,6,32009,7122,61374640,6532715,273910,25730250,10229106.666666666,881.5,559,2403,1187,1470,390,70,245,280,0.05562498047424162,0.06999999999999999
Jun,Ventura,10,290889,42762,151275270,3621410,1034110,96741300,15127527,2366.5,1761,13182,4276.2,1890,670,70,189,105,0.03675113187504512,0.09
Jun,Yolo,15,79713,28970,325234300,3481940,374940,148616000,21682286.666666664,1693,574,4098,1931.3333333333333,4690,1080,60,312.66666666666663,170,0.09085720020573809,0.22
Jun,Yuba,6,29477,7334,135870180,685035,192960,130540410,22645030,1283.5,536,1885,1222.3333333333333,1330,910,60,221.66666666666669,80,0.062201038097499745,0.06
Mar,Alameda,3,619166,16445,16384500,7081620,1975200,7327680,5461500,5956,4264,6225,5481.666666666667,310,130,60,103.33333333333333,120,0.006639980231472658,0.01
Mar,Alpine,4,1822,4979,316962070,56936445,575100,202514080,79240517.5,1244.5,722,1768,1244.75,2610,1130,90,652.5,695,0.6831778265642151,0.12
Mar,Amador,13,19079,29714,1409158320,1602630,234000,616795920,108396793.84615384,2269,545,4680,2285.6923076923076,5180,1510,60,398.46153846153845,110,0.38935478798679174,0.25
Mar,Butte,9,88341,15042,18571560,1099890,522240,8904060,2063506.6666666665,1995,816,2494,1671.3333333333333,1030,330,60,114.44444444444444,90,0.04256800353176894,0.05
Mar,Calaveras,13,29159,31212,6960596600,1484160,567450,3938903200,535430507.6923078,2006,544,6865,2400.923076923077,12050,5360,90,926.9230769230768,120,0.26760176960801124,0.5700000000000001
Mar,Colusa,1,8220,837,1012770,1012770,1012770,1012770,1012770,837,837,837,837,110,110,110,110,110,0.025456204379562045,0.01
Mar,Contra Costa,4,421474,23245,38740820,6422680,1369200,24526260,9685205,3482.5,2743,13537,5811.25,590,330,60,147.5,100,0.013787920488571062,0.03
Mar,El Dorado,20,93927,75603,16510912000,10215845,377760,5096071470,825545600,2026,595,16390,3780.1499999999996,18390,3730,60,919.5,175,0.20122808138235013,0.8699999999999999
Mar,Fresno,5,338718,9788,54732170,952560,685260,51350760,10946434,1948,1761,2144,1957.6,800,540,60,160,70,0.0072242986791372175,0.04
Mar,Glenn,2,11185,1840,6457040,3228520,3128620,3328420,3228520,920,918,922,920,410,220,190,205,205,0.04112650871703174,0.02
Mar,Humboldt,9,63591,24158,69618440,5349740,910350,21527680,7735382.222222222,2719,542,4429,2684.222222222222,1800,640,70,200,140,0.09497413155949741,0.09
Mar,Inyo,1,9478,735,2227680,2227680,2227680,2227680,2227680,735,735,735,735,180,180,180,180,180,0.019387001477104874,0.01
Mar,Kern,4,303102,10996,195017380,30487690,2426000,131616000,48754345,2468,2404,3656,2749,1390,600,100,347.5,345,0.00906955414348965,0.06999999999999999
Mar,Kings,12,47140,14028,16227750,829755,305900,3740880,1352312.5,758,507,3023,1169,1290,230,70,107.5,90,0.0743954179041154,0.06
Mar,Lake,7,35492,6801,10106720,1458600,755120,2538480,1443817.142857143,879,592,1824,971.5714285714286,920,210,70,131.42857142857142,130,0.04790516172658627,0.04
Mar,Lassen,3,12710,3375,11354310,602240,468720,10283350,3784770,979,941,1455,1125,490,350,60,163.33333333333334,80,0.06638473642800945,0.02
Mar,Los Angeles,1,3571222,21287,7572420,7572420,7572420,7572420,7572420,21287,21287,21287,21287,60,60,60,60,60,0.0014901761917909331,0
Mar,Madera,7,51491,11118,88517500,1192620,276480,76465500,12645357.142857144,1327,760,3967,1588.2857142857142,1440,750,60,205.7142857142857,130,0.05398030723815812,0.06999999999999999
Mar,Marin,6,112601,11815,306359680,1467610,605640,299195000,51059946.66666667,2087,675,3101,1969.1666666666667,1820,1300,60,303.33333333333337,110,0.026232005044360174,0.09
Mar,Mariposa,1,10512,2503,2138730,2138730,2138730,2138730,2138730,2503,2503,2503,2503,110,110,110,110,110,0.05952720700152207,0.01
Mar,Mendocino,8,41054,9383,23048100,1629055,306040,9343000,2881012.5,1148.5,613,1752,1172.875,1120,250,60,140,135,0.05713815949724753,0.05
Mar,Merced,8,88113,11902,111729450,941500,214200,103915560,13966181.25,701.5,507,3897,1487.75,1560,840,60,195,100,0.03376913735771112,0.06999999999999999
Mar,Mono,1,14215,652,67736160,67736160,67736160,67736160,67736160,652,652,652,652,1020,1020,1020,1020,1020,0.011466760464298276,0.05
Mar,Monterey,10,142847,25375,127083400,2154105,337920,74170340,12708340,1970,791,5150,2537.5,1930,670,60,193,90,0.0444094030676178,0.09
Mar,Napa,6,54759,9381,15877050,1604695,350460,6972460,2646175,1364,755,2477,1563.5,730,220,60,121.66666666666667,115,0.04282857612447269,0.03
Mar,Nevada,12,54813,28289,3941588610,3545705,319860,1841784120,328465717.5,1718,524,6412,2357.416666666667,8950,3960,60,745.8333333333333,160,0.12902504880229143,0.43
Mar,Placer,14,172645,25183,1343719610,1952600,342240,935687300,95979972.14285713,1391,908,3792,1798.7857142857142,5640,1900,60,402.8571428571429,115,0.03646644849257146,0.27
Mar,Plumas,5,16137,6316,413334400,19146600,4061120,251069040,82666880,990,518,2444,1263.2,3810,1710,180,762,450,0.09784966226684018,0.18
Mar,Riverside,8,867637,81571,2966705410,351272890,3556240,916422930,370838176.25,10427,5938,11832,10196.375,4330,960,80,541.25,615,0.023503780959087728,0.21
Mar,Sacramento,2,585981,11679,5047680,2523840,2501520,2546160,2523840,5839.5,3994,7685,5839.5,140,80,60,70,70,0.004982670086572773,0.01
Mar,San Bernardino,4,735705,38666,38325090,7606995,2692800,20418300,9581272.5,8702.5,4630,16631,9666.5,420,210,60,105,75,0.013139097872109066,0.02
Mar,San Francisco,3,408176,12131,20155480,1642960,1059000,17453520,6718493.333333334,3303,2615,6213,4043.6666666666665,320,180,60,106.66666666666667,80,0.007430005683822665,0.02
Mar,San Joaquin,4,252576,6754,5490560,822290,767060,3078920,1372640,1680,1566,1828,1688.5,340,130,70,85,70,0.0066851165589763084,0.02
Mar,San Luis Obispo,7,123678,9675,56226860,650400,349140,38154480,8032408.571428572,970,660,2767,1382.142857142857,1390,560,60,198.57142857142858,90,0.019556833066511424,0.06999999999999999
Mar,San Mateo,8,281148,32542,124844880,4823760,588900,46869600,15605610,3821,1474,8413,4067.75,1470,450,60,183.75,105,0.028936716604777556,0.06999999999999999
Mar,Santa Barbara,9,160661,23223,184162450,1363440,309600,109729200,20462494.444444444,1099,852,10916,2580.333333333333,1980,610,60,220,90,0.03613664797306129,0.09
Mar,Santa Clara,2,681145,8162,6240480,3120240,1537320,4703160,3120240,4081,3890,4272,4081,170,110,60,85,85,0.0029956910789919913,0.01
Mar,Santa Cruz,10,106148,16345,71353590,1473440,312620,28599970,7135359,890,638,4852,1634.5,1990,550,70,199,130,0.038495779477710365,0.09
Mar,Shasta,8,78241,8961,175799900,8349910,687330,56597750,21974987.5,1093.5,574,1871,1120.125,3320,960,90,415,360,0.028632686187548727,0.16
Mar,Sierra,9,2401,7464,648676060,3647180,472230,410301200,72075117.77777778,653,543,1262,829.3333333333334,5880,1900,90,653.3333333333333,170,0.7771761765930862,0.27999999999999997
Mar,Siskiyou,1,24388,706,1016640,1016640,1016640,1016640,1016640,706,706,706,706,120,120,120,120,120,0.007237165819255371,0.01
Mar,Solano,9,161786,18001,25340050,1679000,828630,8438800,2815561.111111111,1748,1026,2920,2000.111111111111,1070,180,60,118.88888888888889,100,0.0278160656669922,0.05
Mar,Sonoma,7,206362,19904,156841740,8113940,648480,92194200,22405962.857142854,2324,1117,6516,2843.4285714285716,1710,630,70,244.28571428571428,200,0.024112966534536397,0.08
Mar,Stanislaus,1,186003,1476,1471500,1471500,1471500,1471500,1471500,1476,1476,1476,1476,100,100,100,100,100,0.0019838389703391883,0
Mar,Tehama,1,27858,698,251280,251280,251280,251280,251280,698,698,698,698,60,60,60,60,60,0.006263909828415536,0
Mar,Trinity,2,8951,1319,24818990,12409495,1226030,23592960,12409495,659.5,576,743,659.5,770,640,130,385,385,0.03683945927829293,0.04
Mar,Tulare,4,151433,6978,12198970,929935,544040,9795060,3049742.5,1092,801,3993,1744.5,500,220,70,125,105,0.011519946114783436,0.02
Mar,Tuolumne,13,32009,26417,432412830,2369620,723590,245378950,33262525.38461538,1477,743,5142,2032.076923076923,5090,1550,70,391.53846153846155,120,0.20632478365459714,0.24
Mar,Ventura,5,290889,13180,286688200,13212080,770400,161676000,57337640,2844,1655,4006,2636,1740,750,60,348,280,0.011327344794749887,0.08
Mar,Yolo,3,79713,4547,20778930,8723050,1913600,10142280,6926310,1914,713,1920,1515.6666666666667,720,350,100,240,270,0.014260534668121888,0.03
Mar,Yuba,6,29477,7617,310379080,4461760,352030,284276100,51729846.66666667,1070.5,724,2542,1269.5,2910,1900,70,485,185,0.06460121450622519,0.13999999999999999
May,Alameda,6,619166,29964,17769200,2164090,1189080,7977360,2961533.333333333,5240.5,3316,6483,4994,450,120,60,75,65,0.012098532542161552,0.02
May,Amador,3,19079,3834,3166080,1320000,343440,1502640,1055360,1372,954,1508,1278,290,120,60,96.66666666666667,110,0.05023848210073903,0.01
May,Butte,13,88341,23882,21777730,958050,275730,6669300,1675210,1464,563,6670,1837.076923076923,1260,160,60,96.92307692307692,90,0.06758470019583206,0.06
May,Calaveras,5,29159,6524,20982780,655900,299460,16410100,4196556,1339,612,2590,1304.8,690,350,70,138,80,0.05593470283617408,0.03
May,Colusa,2,8220,2822,1195640,597820,591000,604640,597820,1411,591,2231,1411,180,100,80,90,90,0.08582725060827251,0.01
May,Contra Costa,4,421474,28568,19403490,5029980,1208690,8134840,4850872.5,5969,2493,14137,7142,390,140,60,97.5,95,0.01694529199903197,0.02
May,Del Norte,3,11590,3849,3523780,1298970,492160,1732650,1174593.3333333333,771,769,2309,1283,320,150,80,106.66666666666667,90,0.08302415875754961,0.02
May,El Dorado,12,93927,27840,36266430,995100,266640,19100200,3022202.5,1631,652,7500,2320,1470,280,60,122.5,120,0.07410009901306333,0.06999999999999999
May,Fresno,11,338718,113470,1091185310,4563480,950760,900016920,99198664.54545456,2835,2023,69159,10315.454545454546,2220,660,60,201.8181818181818,120,0.08374960881913568,0.11
May,Glenn,2,11185,1603,944680,472340,362280,582400,472340,801.5,583,1020,801.5,160,100,60,80,80,0.03582923558337059,0.01
May,Humboldt,9,63591,9937,36104540,853320,234120,26590900,4011615.5555555555,808,512,3757,1104.111111111111,1610,700,60,178.88888888888889,130,0.03906606280763001,0.08
May,Imperial,1,58658,2513,90304029200,90304029200,90304029200,90304029200,90304029200,2513,2513,2513,2513,21680,21680,21680,21680,21680,0.01071038903474377,1.03
May,Kern,11,303102,33929,41703530,2002380,623520,12285780,3791230,2186,1568,7156,3084.4545454545455,1170,190,60,106.36363636363636,100,0.027984803795422,0.06
May,Kings,8,47140,12229,7804190,741730,190080,2922810,975523.75,1763.5,512,2417,1528.625,620,110,60,77.5,70,0.06485468816291896,0.03
May,Lake,6,35492,9340,9648140,566535,262150,6392880,1608023.3333333335,1328.5,535,3483,1556.6666666666667,600,180,60,100,80,0.06578947368421052,0.03
May,Lassen,2,12710,1724,19329150,9664575,1726350,17602800,9664575,862,598,1126,862,570,400,170,285,285,0.033910306845003936,0.03
May,Los Angeles,2,3571222,37109,13341360,6670680,6666540,6674820,6670680,18554.5,18542,18567,18554.5,120,60,60,60,60,0.0025977802556099846,0.01
May,Madera,5,51491,8622,17537820,1924050,1804900,9955050,3507564,1350,873,3002,1724.4,690,190,100,138,130,0.041861684566234875,0.03
May,Marin,9,112601,20306,24661280,2084800,487130,6066880,2740142.222222222,2578,757,4371,2256.222222222222,1060,180,70,117.77777777777777,110,0.04508396905888935,0.05
May,Mariposa,3,10512,1948,50446540,3735430,1194750,45516360,16815513.333333332,618,531,799,649.3333333333334,1240,860,150,413.3333333333333,230,0.04632800608828006,0.06
May,Mendocino,3,41054,4398,13269070,3597370,633840,9037860,4423023.333333333,1373,999,2026,1466,510,260,80,170,170,0.026781799581039607,0.02
May,Merced,9,88113,15957,33030980,808320,367800,15349400,3670108.888888889,1252,672,4067,1773,1190,240,60,132.22222222222223,100,0.045274250110653363,0.06
May,Mono,3,14215,13135,7057550,1757040,933800,4366710,2352516.6666666665,1025,599,11511,4378.333333333333,430,270,60,143.33333333333334,100,0.23100597959901512,0.02
May,Monterey,10,142847,26305,47833150,2220315,420770,15462800,4783315,1948,716,8662,2630.5,1590,400,60,159,135,0.04603701862832261,0.08
May,Napa,8,54759,9595,97218040,739730,236160,90860610,12152255,862,575,3441,1199.375,1720,1010,60,215,90,0.04380558447013276,0.08
May,Nevada,5,54813,9015,87933470,2632800,365680,79721640,17586694,1606,572,3290,1803,1130,710,80,226,100,0.04111707076788353,0.05
May,Orange,1,1112447,5577,4514940,4514940,4514940,4514940,4514940,5577,5577,5577,5577,90,90,90,90,90,0.0012533181356055615,0
May,Placer,8,172645,30098,165909300,2960480,520310,114824280,20738662.5,2674.5,1123,12333,3762.25,1540,690,60,192.5,100,0.04358365431955747,0.06999999999999999
May,Plumas,2,16137,1543,1249830,624915,475470,774360,624915,771.5,587,956,771.5,180,90,90,90,90,0.023904691082605192,0.01
May,Riverside,3,867637,32096,47426470,9808100,4098960,33519410,15808823.333333332,10956,8901,12239,10698.666666666666,350,170,80,116.66666666666667,100,0.009248107215344666,0.02
May,Sacramento,5,585981,63522,57112480,7500920,1701770,35856730,11422496,4911,3473,31222,12704.4,530,140,70,106,110,0.027100708043434854,0.03
May,San Benito,2,20246,2536,1449590,724795,523980,925610,724795,1268,647,1889,1268,160,90,70,80,80,0.03131482762027067,0.01
May,San Bernardino,3,735705,37835,115487820,53692980,5085000,56709840,38495940,12518,7060,18257,12611.666666666666,610,330,60,203.33333333333334,220,0.01285671566728512,0.03
May,San Diego,4,1233344,67393,37671520,9896960,3162240,14715360,9417880,13816,9544,30217,16848.25,340,120,60,85,80,0.013660625097296457,0.02
May,San Francisco,3,408176,14776,23205350,9606150,2304800,11294400,7735116.666666667,4711,2339,7726,4925.333333333333,410,160,100,136.66666666666666,150,0.00905001763944965,0.02
May,San Joaquin,7,252576,17811,11018190,1422240,755160,3455850,1574027.142857143,2284,1563,4047,2544.4285714285716,610,150,60,87.14285714285714,80,0.017629347206385405,0.03
May,San Luis Obispo,11,123678,18030,21623150,775040,345480,7858440,1965740.9090909092,1754,690,2997,1639.090909090909,1130,180,60,102.72727272727272,90,0.03644544704797943,0.05
May,Santa Barbara,9,160661,14984,56600640,1771000,292200,34417360,6288960,1284,815,3856,1664.888888888889,1380,380,60,153.33333333333334,100,0.02331617505181718,0.06999999999999999
May,Santa Clara,6,681145,47718,45926270,4963200,1434000,21171150,7654378.333333334,4623.5,4044,22859,7953,610,160,60,101.66666666666667,100,0.01751389204941679,0.03
May,Santa Cruz,8,106148,8860,39134290,927595,629460,23775660,4891786.25,983,638,2082,1107.5,1570,540,60,196.25,110,0.02086709123111128,0.06999999999999999
May,Shasta,16,78241,15558,68931980,1638575,195720,20437450,4308248.75,711.5,500,3400,972.375,3070,550,60,191.875,135,0.04971178793727074,0.15
May,Sierra,3,2401,2445,45516680,3473280,384320,41659080,15172226.666666668,603,603,1239,815,900,580,80,300,240,0.2545814244064973,0.04
May,Siskiyou,2,24388,2528,36977910,18488955,3995730,32982180,18488955,1264,551,1977,1264,690,420,270,345,345,0.025914384123339348,0.03
May,Solano,8,161786,21900,23315640,2551850,640680,4930380,2914455,2621,1118,5493,2737.5,940,210,60,117.5,120,0.03384099983929388,0.04
May,Sonoma,17,206362,40366,91060000,1274220,446400,40183920,5356470.5882352935,2199,1149,4394,2374.470588235294,2160,560,60,127.05882352941177,80,0.04890192961882517,0.1
May,Stanislaus,2,186003,8800,28458810,14229405,1501740,26957070,14229405,4400,1854,6946,4400,300,210,90,150,150,0.011827766218824427,0.01
May,Sutter,1,34675,1583,395400,395400,395400,395400,395400,1583,1583,1583,1583,60,60,60,60,60,0.011413121845710165,0
May,Tehama,7,27858,28621,69536790,3372120,1224000,50048000,9933827.142857144,699,544,19125,4088.714285714286,1390,350,80,198.57142857142858,190,0.25684722521358316,0.06999999999999999
May,Tulare,10,151433,16150,223277470,663390,301320,215539520,22327747,1500.5,781,2829,1615,1900,1120,60,190,80,0.026661956112604253,0.09
May,Tuolumne,5,32009,15303,992257360,1667400,606660,987060440,198451472,1536,1254,9273,3060.6,2780,2390,60,556,110,0.11952107219844418,0.13
May,Ventura,7,290889,16712,63936270,2176300,740530,47440800,9133752.857142856,2202,1513,3437,2387.4285714285716,1070,450,70,152.85714285714286,100,0.014362866935497733,0.05
May,Yolo,7,79713,14537,19635240,1006740,402480,13033020,2805034.285714286,2055,878,4768,2076.714285714286,780,310,60,111.42857142857142,80,0.045591685170549345,0.04
May,Yuba,3,29477,3524,3161170,537480,217260,2406430,1053723.3333333333,1425,606,1493,1174.6666666666667,250,130,60,83.33333333333333,60,0.02988770906130203,0.01
Nov,Alameda,11,619166,73740,85848020,4821780,1469700,34426920,7804365.454545455,5522,3182,13825,6703.636363636364,1190,220,60,108.18181818181819,110,0.029773921694666697,0.06
Nov,Amador,5,19079,9229,266742230,3022400,487970,213014340,53348446,1078,655,4548,1845.8,2150,1260,70,430,200,0.12093139053409507,0.1
Nov,Butte,11,88341,46153,919435665570,1752030,249830,919013296680,83585060506.36362,2163,510,25696,4195.727272727273,56120,51990,60,5101.818181818181,90,0.13061036211951416,2.67
Nov,Calaveras,8,29159,15574,1747348360,3181675,920810,1716580950,218418545,1558,761,4156,1946.75,4910,3570,90,613.75,190,0.1335265269728043,0.22999999999999998
Nov,Colusa,4,8220,6161,3609490,852450,270720,1633870,902372.5,664.5,510,4322,1540.25,380,170,60,95,75,0.18737834549878346,0.02
Nov,Contra Costa,12,421474,77081,99081560,2720895,781320,37692400,8256796.666666666,3971.5,2174,26067,6423.416666666666,1180,230,60,98.33333333333333,85,0.04572108837081291,0.06
Nov,Del Norte,5,11590,33875,146166010,29509270,1230640,68811600,29233202,9784,1409,10515,6775,1220,490,80,244,250,0.7306945642795514,0.06
Nov,El Dorado,22,93927,43161,757048350,2053935,199440,475663860,34411288.63636364,1526.5,519,6547,1961.8636363636365,5840,1110,60,265.45454545454544,115,0.11487910824363602,0.27999999999999997
Nov,Fresno,11,338718,47701,1700230540,6138020,678600,1332969600,154566412.72727272,3189,1889,11422,4336.454545454545,4810,2300,60,437.27272727272725,160,0.0352070158657054,0.22999999999999998
Nov,Glenn,6,11185,7972,47562790,6705935,863590,17913840,7927131.666666666,921,511,2860,1328.6666666666667,1670,560,110,278.3333333333333,195,0.17818506928922664,0.08
Nov,Humboldt,12,63591,39437,27217199220,13330810,270900,26859335520,2268099935,1762,555,22417,3286.416666666667,10290,5870,70,857.5,315,0.15504159393624883,0.49
Nov,Kern,23,303102,104049,885809200,4899960,612360,196298880,38513443.47826087,4573,1684,10188,4523.869565217391,5430,790,60,236.08695652173913,130,0.08582011995961755,0.26
Nov,Kings,8,47140,11809,15700270,988340,527200,7538740,1962533.75,1364.5,528,2460,1476.125,970,220,60,121.25,115,0.06262728044123886,0.05
Nov,Lake,5,35492,20042,2757612860,1493660,446820,2750978530,551522572,1242,768,14124,4008.4,2160,1730,60,432,120,0.1411726586272963,0.1
Nov,Lassen,1,12710,904,8597230,8597230,8597230,8597230,8597230,904,904,904,904,310,310,310,310,310,0.017781274586939417,0.01
Nov,Los Angeles,5,3571222,154286,10629096910,293799100,12333230,7052889950,2125819382,27894,18626,46778,30857.2,3390,1730,70,678,340,0.010800644709289986,0.16
Nov,Madera,14,51491,18193,26720330,995370,213840,11990100,1908595,1137,508,2935,1299.5,1650,300,60,117.85714285714286,90,0.08833097046085724,0.08
Nov,Marin,15,112601,35143,183783770,2545020,645960,71637410,12252251.333333332,2402,791,4417,2342.866666666667,3640,970,60,242.66666666666669,100,0.07802550599017771,0.16999999999999998
Nov,Mariposa,3,10512,4384,233491940,21874300,611000,211006640,77830646.66666667,1483,611,2290,1461.3333333333333,2140,1690,100,713.3333333333334,350,0.10426179604261795,0.1
Nov,Mendocino,14,41054,23284,580926510,2394105,588060,449672970,41494750.71428571,1221,543,5383,1663.1428571428573,4120,1410,70,294.2857142857143,140,0.14178886344814148,0.2
Nov,Merced,9,88113,19211,25379570,2437920,310440,7395190,2819952.222222222,1290,779,5470,2134.5555555555557,1140,230,60,126.66666666666667,110,0.05450671297084426,0.05
Nov,Mono,6,14215,12013,812003430,63707070,498560,563118710,135333905,2053.5,779,3135,2002.1666666666667,4110,1870,80,685,605,0.21127330284910306,0.2
Nov,Monterey,21,142847,49610,511468400,1085760,274080,421484310,24355638.095238097,1884,738,7431,2362.3809523809523,3480,1170,60,165.7142857142857,90,0.08682366448017809,0.16999999999999998
Nov,Napa,19,54759,43491,3541863690,1343400,364280,3478727340,186413878.42105266,858,548,11877,2289,4460,1980,60,234.73684210526318,110,0.19855640168739386,0.21
Nov,Nevada,11,54813,15389,966960100,2901560,325760,941148130,87905463.63636364,1216,509,2841,1399,4030,2630,60,366.3636363636363,150,0.07018864138069436,0.19
Nov,Placer,9,172645,14753,77690780,1018880,313080,48935700,8632308.888888888,1592,870,2548,1639.2222222222222,1460,550,60,162.22222222222223,80,0.02136320194619016,0.06999999999999999
Nov,Plumas,5,16137,21006,1015476000,137984000,918700,657965700,203095200,1350,704,11428,4201.2,3470,1400,100,694,830,0.32543223647518127,0.16999999999999998
Nov,Riverside,8,867637,90550,598390170,18431940,1786740,453198420,74798771.25,11466,5473,23506,11318.75,1760,820,60,220,130,0.02609098044458685,0.08
Nov,Sacramento,8,585981,125658,175819870,7843355,4030740,117578970,21977483.75,13883,4023,33279,15707.25,950,310,80,118.75,90,0.05361009998617702,0.05
Nov,San Benito,1,20246,650,1490240,1490240,1490240,1490240,1490240,650,650,650,650,160,160,160,160,160,0.00802627679541638,0.01
Nov,San Bernardino,12,735705,133144,5678253910,47312635,1514100,3356869100,473187825.8333333,5914,3683,35858,11095.333333333332,6360,1590,60,530,315,0.04524367783282702,0.3
Nov,San Diego,3,1233344,65634,17527319910,8015940,7612380,17511691590,5842439970,24642,10304,30688,21878,3620,3470,60,1206.6666666666665,90,0.01330407412692647,0.16999999999999998
Nov,San Francisco,6,408176,41160,34863360,3475410,779880,16351160,5810560,5985.5,2189,13220,6860,600,140,60,100,100,0.025209713456940144,0.03
Nov,San Joaquin,9,252576,21219,12970290,1681380,625240,1950000,1441143.3333333333,1950,1276,3747,2357.6666666666665,750,100,60,83.33333333333333,80,0.021002589319650322,0.04
Nov,San Luis Obispo,15,123678,44082,65933360,3356320,425840,19060790,4395557.333333333,2049,636,13829,2938.8,2050,230,60,136.66666666666666,130,0.08910638917188182,0.1
Nov,San Mateo,9,281148,26001,72272990,1226100,526320,54597960,8030332.222222222,2112,1449,6216,2889,1090,360,60,121.11111111111111,90,0.023120384992957446,0.05
Nov,Santa Barbara,32,160661,71170,509317830,6165080,620080,82564300,15916182.1875,1578,825,6626,2224.0625,8670,760,80,270.9375,220,0.1107456072102128,0.41000000000000003
Nov,Santa Clara,6,681145,28377,27055110,2516670,1443540,13904850,4509185,4475.5,4014,6475,4729.5,530,150,60,88.33333333333333,75,0.010415183257603006,0.03
Nov,Santa Cruz,17,106148,38489,1131219260,2323040,268520,571892240,66542309.41176471,1654,548,8056,2264.0588235294117,5570,1710,60,327.64705882352945,150,0.09064937634246524,0.26
