FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,GIS_ACRES,STATEFP,PLACEFP,PLACE_FIPS,PLACE_NAME,PLACE_NAME_TYPE,COUNTYFP,CNTY_FIPS,CNTY_NAME,CNTY_NAME_TYPE,Shape_Length,Shape_Area
HORSESHOE,118651,2019-09-04,2019-09-17,14,583.4398804,6,67112,667112,San Jacinto,San Jacinto city,65,6065,Riverside,Riverside County,10852.93902,2361097.379
46,139997,2019-10-21,2019-10-31,10,329.397522,6,62000,662000,Riverside,Riverside city,65,6065,Riverside,Riverside County,12358.94343,1333024.528
46,139997,2019-10-21,2019-10-31,10,329.397522,6,37692,637692,Jurupa Valley,Jurupa Valley city,65,6065,Riverside,Riverside County,12358.94343,1333024.528
JERRY,79226,2019-06-21,2019-06-21,10,521.9407959,6,49270,649270,Moreno Valley,Moreno Valley city,65,6065,Riverside,Riverside County,9727.706524,2112219.515
SANDALWOOD,130233,2019-10-10,2019-10-14,14,1008.192749,6,87042,687042,Yucaipa,Yucaipa city,71,6071,San Bernardino,San Bernardino County,12594.19422,4080011.355
SANDALWOOD,130233,2019-10-10,2019-10-14,14,1008.192749,6,87042,687042,Yucaipa,Yucaipa city,65,6065,Riverside,Riverside County,12594.19422,4080011.355
SANDALWOOD,130233,2019-10-10,2019-10-14,14,1008.192749,6,9864,609864,Calimesa,Calimesa city,71,6071,San Bernardino,San Bernardino County,12594.19422,4080011.355
SANDALWOOD,130233,2019-10-10,2019-10-14,14,1008.192749,6,9864,609864,Calimesa,Calimesa city,65,6065,Riverside,Riverside County,12594.19422,4080011.355
TENAJA,113828,2019-09-04,2019-09-14,1,1939.535767,6,50076,650076,Murrieta,Murrieta city,65,6065,Riverside,Riverside County,18269.31087,7849022.974
TORO,99849,2019-08-05,2019-08-06,14,88.165123,6,39486,639486,Lake Elsinore,Lake Elsinore city,65,6065,Riverside,Riverside County,2827.586241,356791.584
DOUGLAS,19994,2019-08-18,2019-08-18,2,22.343132,6,42412,642412,Loma Rica,Loma Rica CDP,115,6115,Yuba,Yuba County,1750.225974,90419.44897
CONVERSE,27020,2019-12-19,2019-12-19,5,12.6345787,6,30900,630900,Greeley Hill,Greeley Hill CDP,43,6043,Mariposa,Mariposa County,1253.282073,51130.32481
SUNRISE 2,30367,2019-07-11,,14,5.2593136,6,82334,682334,Verdi,Verdi CDP,91,6091,Sierra,Sierra County,1093.837356,21283.68636
BELLA COLLINA GOLF COURSE SCL ,19085271,2019-07-31,2019-07-31,14,3.7639601,6,65084,665084,San Clemente,San Clemente city,59,6059,Orange,Orange County,617.9715835,15232.20632
FOSSIL,19105388,2019-09-15,2019-09-16,14,15.8456211,6,36770,636770,Irvine,Irvine city,59,6059,Orange,Orange County,1203.264095,64124.95525
BOMMER,19122560,2019-10-24,2019-10-24,10,1.3227324,6,53980,653980,Orange,Orange city,59,6059,Orange,Orange County,338.9623959,5352.908212
WILLIAMS,19127578,2019-11-03,2019-11-04,14,2.1477547,6,71918,671918,Silverado,Silverado CDP,59,6059,Orange,Orange County,426.3586826,8691.655236
TOPANGA 2,,2019-11-16,2019-11-16,14,3.9629946,6,78960,678960,Topanga,Topanga CDP,37,6037,Los Angeles,Los Angeles County,562.4804374,16037.66969
SADDLE BACK,7935,2019-06-17,2019-06-17,15,4.2865448,6,39670,639670,Lake Nacimiento,Lake Nacimiento CDP,79,6079,San Luis Obispo,San Luis Obispo County,674.4625733,17347.03105
PINENUT,1410,2019-07-23,2019-07-24,1,12.4442501,6,83262,683262,Walker,Walker CDP,51,6051,Mono,Mono County,1136.812516,50360.094
TRAM,13416,2019-08-22,2019-08-25,14,22.7001419,6,55254,655254,Palm Springs,Palm Springs city,65,6065,Riverside,Riverside County,1687.670381,91864.21664
GOOSE,59,2019-03-14,2019-04-01,1,22.7474613,6,51168,651168,New Pine Creek,New Pine Creek CDP,49,6049,Modoc,Modoc County,1301.837018,92055.70851
HILLSIDE,17550,2019-10-31,2019-11-05,9,172.7908325,6,65000,665000,San Bernardino,San Bernardino city,71,6071,San Bernardino,San Bernardino County,6436.558991,699259.7066
GRIZZLEY TUNNEL,1434,2019-09-16,2019-09-22,1,5.5622334,6,4772,604772,Beckwourth,Beckwourth CDP,63,6063,Plumas,Plumas County,685.883379,22509.55927
HILL,139654,2019-10-30,2019-11-02,14,435.9512024,6,37692,637692,Jurupa Valley,Jurupa Valley city,65,6065,Riverside,Riverside County,11483.11784,1764231.896
TICK,,2019-10-24,2019-10-31,14,4581.739258,6,69088,669088,Santa Clarita,Santa Clarita city,37,6037,Los Angeles,Los Angeles County,48743.82482,18541640.29
TICK,,2019-10-24,2019-10-31,14,4581.739258,6,450,600450,Agua Dulce,Agua Dulce CDP,37,6037,Los Angeles,Los Angeles County,48743.82482,18541640.29
HOLLYWOOD HILLS,725,2019-06-09,2019-06-09,14,1.0067248,6,44000,644000,Los Angeles,Los Angeles city,37,6037,Los Angeles,Los Angeles County,226.2659527,4074.070622
PALERMO,,2019-08-13,2019-08-13,14,1.8162222,6,44000,644000,Los Angeles,Los Angeles city,37,6037,Los Angeles,Los Angeles County,569.9207211,7349.990362
SWEETWATER,,2019-08-30,2019-08-30,14,17.7247276,6,45246,645246,Malibu,Malibu city,37,6037,Los Angeles,Los Angeles County,1312.183333,71729.42496
SADDLE RIDGE,1582,2019-10-10,2019-10-31,14,8799.325195,6,69088,669088,Santa Clarita,Santa Clarita city,37,6037,Los Angeles,Los Angeles County,71393.08954,35609606.41
SADDLE RIDGE,1582,2019-10-10,2019-10-31,14,8799.325195,6,44000,644000,Los Angeles,Los Angeles city,37,6037,Los Angeles,Los Angeles County,71393.08954,35609606.41
TOPANGA,191835,2017-06-29,2017-07-02,14,20.0005531,6,78960,678960,Topanga,Topanga CDP,37,6037,Los Angeles,Los Angeles County,2106.564054,80939.36555
SKIRBALL,30179,2017-12-06,2017-12-15,4,419.9208069,6,44000,644000,Los Angeles,Los Angeles city,37,6037,Los Angeles,Los Angeles County,8232.229544,1699359.166
PICO,221025,2018-07-23,2018-07-24,14,111.353569,6,74130,674130,Stevenson Ranch,Stevenson Ranch CDP,37,6037,Los Angeles,Los Angeles County,5276.036808,450631.9102
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,394,600394,Agoura Hills,Agoura Hills city,111,6111,Ventura,Ventura County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,394,600394,Agoura Hills,Agoura Hills city,37,6037,Los Angeles,Los Angeles County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,33518,633518,Hidden Hills,Hidden Hills city,111,6111,Ventura,Ventura County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,33518,633518,Hidden Hills,Hidden Hills city,37,6037,Los Angeles,Los Angeles County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,44000,644000,Los Angeles,Los Angeles city,111,6111,Ventura,Ventura County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,44000,644000,Los Angeles,Los Angeles city,37,6037,Los Angeles,Los Angeles County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,84438,684438,Westlake Village,Westlake Village city,111,6111,Ventura,Ventura County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,84438,684438,Westlake Village,Westlake Village city,37,6037,Los Angeles,Los Angeles County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,45246,645246,Malibu,Malibu city,111,6111,Ventura,Ventura County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,45246,645246,Malibu,Malibu city,37,6037,Los Angeles,Los Angeles County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,9598,609598,Calabasas,Calabasas city,111,6111,Ventura,Ventura County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,9598,609598,Calabasas,Calabasas city,37,6037,Los Angeles,Los Angeles County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,72016,672016,Simi Valley,Simi Valley city,111,6111,Ventura,Ventura County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,72016,672016,Simi Valley,Simi Valley city,37,6037,Los Angeles,Los Angeles County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,78582,678582,Thousand Oaks,Thousand Oaks city,111,6111,Ventura,Ventura County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,78582,678582,Thousand Oaks,Thousand Oaks city,37,6037,Los Angeles,Los Angeles County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,4938,604938,Bell Canyon,Bell Canyon CDP,111,6111,Ventura,Ventura County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,4938,604938,Bell Canyon,Bell Canyon CDP,37,6037,Los Angeles,Los Angeles County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,53116,653116,Oak Park,Oak Park CDP,111,6111,Ventura,Ventura County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,53116,653116,Oak Park,Oak Park CDP,37,6037,Los Angeles,Los Angeles County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,56598,656598,Pepperdine University,Pepperdine University CDP,111,6111,Ventura,Ventura County,543924.8979,362401578.2
WOOLSEY,338981,2018-11-08,2018-11-20,11,89551.38281,6,56598,656598,Pepperdine University,Pepperdine University CDP,37,6037,Los Angeles,Los Angeles County,543924.8979,362401578.2
PALISADES 2,580,2019-10-21,2019-10-21,14,45.0948753,6,44000,644000,Los Angeles,Los Angeles city,37,6037,Los Angeles,Los Angeles County,2427.677709,182492.4928
GETTY,1583,2019-10-28,2019-11-05,11,552.6331787,6,44000,644000,Los Angeles,Los Angeles city,37,6037,Los Angeles,Los Angeles County,17850.60751,2236427.017
OAK,,2019-10-28,2019-10-28,14,10.8297119,6,9598,609598,Calabasas,Calabasas city,37,6037,Los Angeles,Los Angeles County,1367.901536,43826.28896
BARHAM,845,2019-11-09,2019-11-10,14,72.6342926,6,44000,644000,Los Angeles,Los Angeles city,37,6037,Los Angeles,Los Angeles County,4458.590435,293940.5517
KUEHNER 2,53983,2020-07-07,2020-07-07,14,22.4250317,6,72016,672016,Simi Valley,Simi Valley city,111,6111,Ventura,Ventura County,1806.103678,90750.88292
COCHRAN,55744,2020-07-12,2020-07-12,14,6.8602562,6,72016,672016,Simi Valley,Simi Valley city,111,6111,Ventura,Ventura County,1047.563567,27762.47101
WAVE,307499,2020-10-10,2020-10-10,14,5.2058587,6,45246,645246,Malibu,Malibu city,37,6037,Los Angeles,Los Angeles County,1005.330098,21067.3619
BONNY COMPLEX,468,2021-01-19,2021-01-22,9,20.3073559,6,5332,605332,Ben Lomond,Ben Lomond CDP,87,6087,Santa Cruz,Santa Cruz County,1858.080585,82180.9537
FREEDOM,489,2021-01-19,2021-01-22,11,33.2592239,6,2382,602382,Aptos Hills-Larkin Valley,Aptos Hills-Larkin Valley CDP,87,6087,Santa Cruz,Santa Cruz County,3296.478812,134595.3071
FARMINGTON,7748,2021-06-09,2021-06-11,14,248.6175385,6,33434,633434,Hesperia,Hesperia city,71,6071,San Bernardino,San Bernardino County,7666.448501,1006119.479
FARMINGTON,7748,2021-06-09,2021-06-11,14,248.6175385,6,52760,652760,Oak Hills,Oak Hills CDP,71,6071,San Bernardino,San Bernardino County,7666.448501,1006119.479
PIERCY,4308,2021-06-14,2021-06-14,14,39.474987,6,68000,668000,San Jose,San Jose city,85,6085,Santa Clara,Santa Clara County,2036.680444,159749.6044
FAWN,10480,2021-09-22,2021-09-29,7,8576.493164,6,59920,659920,Redding,Redding city,89,6089,Shasta,Shasta County,47175.60991,34707836.22
FAWN,10480,2021-09-22,2021-09-29,7,8576.493164,6,37533,637533,Jones Valley,Jones Valley CDP,89,6089,Shasta,Shasta County,47175.60991,34707836.22
FAWN,10480,2021-09-22,2021-09-29,7,8576.493164,6,49558,649558,Mountain Gate,Mountain Gate CDP,89,6089,Shasta,Shasta County,47175.60991,34707836.22
LOMA,21071,2021-08-08,2021-08-10,2,12.1030588,6,42412,642412,Loma Rica,Loma Rica CDP,115,6115,Yuba,Yuba County,1201.095008,48979.34074
INTANKO,14434,2021-06-08,2021-06-16,14,938.9398804,6,4576,604576,Beale AFB,Beale AFB CDP,115,6115,Yuba,Yuba County,13076.99811,3799754.988
BLACKSTONE,17502,2021-06-21,2021-06-21,9,34.8589935,6,21880,621880,El Dorado Hills,El Dorado Hills CDP,17,6017,El Dorado,El Dorado County,1673.385971,141069.3451
HOUSE,8225,2021-08-04,2021-08-09,3,59.1179466,6,71218,671218,Shasta,Shasta CDP,89,6089,Shasta,Shasta County,2507.929397,239241.8497
SOUTH,12298,2021-08-25,2021-09-02,14,810.9694824,6,24680,624680,Fontana,Fontana city,71,6071,San Bernardino,San Bernardino County,13678.10003,3281877.117
HOPKINS,11886,2021-09-12,2021-09-19,7,253.9064178,6,9990,609990,Calpella,Calpella CDP,45,6045,Mendocino,Mendocino County,5545.279537,1027522.835
MOODY,7966,2021-05-16,2021-05-17,9,20.2422485,6,86034,686034,Winters,Winters city,113,6113,Yolo,Yolo County,1320.162696,81917.47064
WEST,8516,2021-05-26,2021-05-26,10,2.5883801,6,40426,640426,Larkfield-Wikiup,Larkfield-Wikiup CDP,97,6097,Sonoma,Sonoma County,422.7232469,10474.80291
ACACIA,8736,2021-05-29,2021-05-29,2,6.0820489,6,996,600996,Allendale,Allendale CDP,95,6095,Solano,Solano County,826.4186072,24613.17888
DREAM,11470,2021-06-23,2021-06-23,7,4.7697477,6,72646,672646,Sonoma,Sonoma city,97,6097,Sonoma,Sonoma County,603.1918175,19302.48414
CREEK WEST,9514,2021-06-09,2021-06-10,7,18.5219078,6,63302,663302,Rumsey,Rumsey CDP,113,6113,Yolo,Yolo County,1061.259094,74955.5
AIROLA,11033,2021-08-25,2021-08-26,14,644.338562,6,81652,681652,Vallecito,Vallecito CDP,9,6009,Calaveras,Calaveras County,9756.015238,2607545.69
WASHINGTON,11085,2021-08-26,2021-08-31,14,135.7752991,6,72674,672674,Sonora,Sonora city,109,6109,Tuolumne,Tuolumne County,4465.93513,549463.1249
WASHINGTON,11085,2021-08-26,2021-08-31,14,135.7752991,6,37106,637106,Jamestown,Jamestown CDP,109,6109,Tuolumne,Tuolumne County,4465.93513,549463.1249
WOODMAN,3083,2021-04-01,2021-04-01,5,24.8520851,6,53140,653140,Oak Run,Oak Run CDP,89,6089,Shasta,Shasta County,2059.537803,100572.8187
GRAHAM,6156,2021-05-27,2021-05-27,2,14.3572607,6,45512,645512,Manton,Manton CDP,103,6103,Tehama,Tehama County,1372.143273,58101.77245
KNP Complex,122,2021-09-10,2021-12-16,1,88257.125,6,78638,678638,Three Rivers,Three Rivers CDP,107,6107,Tulare,Tulare County,393692.8924,357163923.9
CLEVENGER,11299,2021-06-20,2021-06-21,14,53.044426,6,66000,666000,San Diego,San Diego city,73,6073,San Diego,San Diego County,2041.165586,214663.1696
ARUBA,16935,2021-09-05,2021-09-09,14,54.2258148,6,59248,659248,Rainbow,Rainbow CDP,73,6073,San Diego,San Diego County,2777.891826,219444.0928
CRYSTAL,12324,2021-08-25,2021-08-25,4,1.7314841,6,11600,611600,Cartago,Cartago CDP,27,6027,Inyo,Inyo County,355.3017617,7007.067244
BAKER,7927,2021-05-27,2021-05-30,7,24.9469452,6,73794,673794,Squaw Valley,Squaw Valley CDP,19,6019,Fresno,Fresno County,1450.601214,100956.7052
MARLAR,12890,2021-08-15,2021-08-18,10,29.3615971,6,73794,673794,Squaw Valley,Squaw Valley CDP,19,6019,Fresno,Fresno County,2319.931902,118822.1701
RUTH 2,8521,2021-06-06,2021-06-08,2,13.3050957,6,73794,673794,Squaw Valley,Squaw Valley CDP,19,6019,Fresno,Fresno County,1363.411688,53843.81353
KELLOGG,23118,2021-01-19,2021-01-19,14,12.2615995,6,66070,666070,San Dimas,San Dimas city,37,6037,Los Angeles,Los Angeles County,1026.167563,49620.9313
RYE,39029,2021-02-02,2021-02-02,2,1.1716934,6,69088,669088,Santa Clarita,Santa Clarita city,37,6037,Los Angeles,Los Angeles County,313.9851053,4741.675226
KNOLLS,65761,2021-02-28,2021-02-28,14,5.079092,6,45246,645246,Malibu,Malibu city,37,6037,Los Angeles,Los Angeles County,1407.029872,20554.35542
NORTH,128550,2021-04-28,2021-04-30,14,552.1963501,6,69088,669088,Santa Clarita,Santa Clarita city,37,6037,Los Angeles,Los Angeles County,10054.40513,2234659.383
VIRGENES,129683,2021-04-29,2021-04-29,14,6.4611268,6,9598,609598,Calabasas,Calabasas city,37,6037,Los Angeles,Los Angeles County,696.0036416,26147.25306
PINE,144343,2021-05-12,2021-05-14,14,441.2522583,6,57302,657302,Piñon Hills,Piñon Hills CDP,37,6037,Los Angeles,Los Angeles County,17647.33993,1785684.577
PINE,144343,2021-05-12,2021-05-14,14,441.2522583,6,57302,657302,Piñon Hills,Piñon Hills CDP,71,6071,San Bernardino,San Bernardino County,17647.33993,1785684.577
PALISADES,1448,2021-05-15,2021-05-21,14,1202.648438,6,44000,644000,Los Angeles,Los Angeles city,37,6037,Los Angeles,Los Angeles County,16533.35699,4866945.736
LIMA,207495,2021-07-06,2021-07-06,14,61.5244675,6,40130,640130,Lancaster,Lancaster city,37,6037,Los Angeles,Los Angeles County,3059.024607,248980.6939
DULCE,205231,2021-07-04,2021-07-04,14,12.191433,6,450,600450,Agua Dulce,Agua Dulce CDP,37,6037,Los Angeles,Los Angeles County,1129.855323,49336.98062
DALTON,304402,2021-09-24,2021-09-24,10,2.2135797,6,30014,630014,Glendora,Glendora city,37,6037,Los Angeles,Los Angeles County,550.0618718,8958.039503
TONNER,310831,2021-09-30,2021-09-30,14,1.969455,6,19192,619192,Diamond Bar,Diamond Bar city,37,6037,Los Angeles,Los Angeles County,366.7611019,7970.101814
TUNA,211043,2021-07-09,2021-07-09,14,4.5442371,6,78960,678960,Topanga,Topanga CDP,37,6037,Los Angeles,Los Angeles County,738.9811514,18389.8751
AROMAS,3817,2021-06-26,2021-06-26,10,3.1908729,6,2812,602812,Aromas,Aromas CDP,69,6069,San Benito,San Benito County,472.9203768,12913.00412
TOBIN,10924,2021-07-31,2021-07-31,10,64.7069092,6,22300,622300,El Paso de Robles (Paso Robles),El Paso de Robles (Paso Robles) city,79,6079,San Luis Obispo,San Luis Obispo County,3075.403316,261859.5794
FRANKLIN,13180,2021-09-10,2021-09-10,5,40.3230133,6,22300,622300,El Paso de Robles (Paso Robles),El Paso de Robles (Paso Robles) city,79,6079,San Luis Obispo,San Luis Obispo County,2277.781588,163181.4529
MESA,2138185,2021-08-12,2021-08-12,14,5.9234862,6,40956,640956,Lebec,Lebec CDP,29,6029,Kern,Kern County,789.7309621,23971.49746
CANYON,2129347,2021-06-26,2021-06-27,14,216.5297394,6,3526,603526,Bakersfield,Bakersfield city,29,6029,Kern,Kern County,4731.56648,876264.7438
RIDGE,2141203,2021-08-28,2021-08-29,14,8.9977407,6,40956,640956,Lebec,Lebec CDP,29,6029,Kern,Kern County,1092.183966,36412.56304
YANKEE,2127326,2021-06-15,2021-06-16,10,35.2102661,6,39570,639570,Lake Isabella,Lake Isabella CDP,29,6029,Kern,Kern County,4781.29488,142490.888
MANOR,2134632,2021-09-06,2021-09-06,14,1.1986636,6,3526,603526,Bakersfield,Bakersfield city,29,6029,Kern,Kern County,266.5661713,4850.819219
DOYLE,2129655,2021-06-28,2021-06-28,14,1.0202532,6,53910,653910,Onyx,Onyx CDP,29,6029,Kern,Kern County,286.4613008,4128.817952
BOAT,2130196,2021-07-01,2021-07-01,10,1.4966561,6,40956,640956,Lebec,Lebec CDP,37,6037,Los Angeles,Los Angeles County,662.2164784,6056.752201
BOAT,2130196,2021-07-01,2021-07-01,10,1.4966561,6,40956,640956,Lebec,Lebec CDP,29,6029,Kern,Kern County,662.2164784,6056.752201
MOUNTAIN,2123732,2021-05-26,2021-05-26,14,15.7101307,6,13278,613278,Choctaw Valley,Choctaw Valley CDP,29,6029,Kern,Kern County,1917.183084,63576.64197
HILL NORTH DIVISION,2128292,2021-06-21,2021-06-21,14,6.1127381,6,77574,677574,Taft,Taft city,29,6029,Kern,Kern County,896.2472766,24737.37303
BENNETT,22740,2021-08-25,2021-09-03,14,50.2733498,6,30798,630798,Grass Valley,Grass Valley city,57,6057,Nevada,Nevada County,3076.455021,203449.0299
BEALE2,,2021-10-12,2021-10-12,11,55.4903145,6,4576,604576,Beale AFB,Beale AFB CDP,115,6115,Yuba,Yuba County,5264.162721,224561.3322
VIRGINIA,20184,2021-03-05,2021-03-06,14,4.2598147,6,49138,649138,Moorpark,Moorpark city,111,6111,Ventura,Ventura County,508.1563801,17238.85847
RANCH,31592,2021-04-15,2021-04-15,14,1.8009844,6,65042,665042,San Buenaventura (Ventura),San Buenaventura (Ventura) city,111,6111,Ventura,Ventura County,308.0457025,7288.325121
LAURIE,34581,2021-04-25,2021-04-25,14,3.041959,6,70042,670042,Santa Paula,Santa Paula city,111,6111,Ventura,Ventura County,709.7898236,12310.37107
COYOTE,36183,2021-04-30,2021-05-01,14,15.3553076,6,72016,672016,Simi Valley,Simi Valley city,111,6111,Ventura,Ventura County,1101.97456,62140.72523
PECK,52911,2021-06-24,2021-06-24,14,2.2407379,6,70042,670042,Santa Paula,Santa Paula city,111,6111,Ventura,Ventura County,386.7308274,9067.945102
HUNGRY,64746,2021-07-31,2021-08-02,10,365.7711182,6,40956,640956,Lebec,Lebec CDP,111,6111,Ventura,Ventura County,6878.501472,1480223.246
HUNGRY,64746,2021-07-31,2021-08-02,10,365.7711182,6,40956,640956,Lebec,Lebec CDP,37,6037,Los Angeles,Los Angeles County,6878.501472,1480223.246
HUNGRY,64746,2021-07-31,2021-08-02,10,365.7711182,6,40956,640956,Lebec,Lebec CDP,29,6029,Kern,Kern County,6878.501472,1480223.246
CREEK,59177,2021-05-04,2021-05-04,14,31.8738136,6,2294,602294,Anza,Anza CDP,65,6065,Riverside,Riverside County,1887.135695,128988.7475
KATHRYN,79394,2021-06-15,2021-06-15,14,18.4699097,6,64056,664056,Sage,Sage CDP,65,6065,Riverside,Riverside County,1481.023422,74745.07301
NIGUEL,21121322,2021-10-03,2021-10-03,14,21.6134491,6,8100,608100,Brea,Brea city,59,6059,Orange,Orange County,1498.158276,87466.52882
CECIL,21083826,2021-07-15,2021-07-15,10,6.2608194,6,39114,639114,Ladera Ranch,Ladera Ranch CDP,59,6059,Orange,Orange County,808.1530259,25336.63694
BONITA,21088038,2021-07-24,2021-07-24,10,1.0134553,6,36770,636770,Irvine,Irvine city,59,6059,Orange,Orange County,373.6709302,4101.307782
RIDGE,21094052,2021-08-06,2021-08-06,2,5.6473932,6,36770,636770,Irvine,Irvine city,59,6059,Orange,Orange County,731.4544301,22854.19036
PICO,21079730,2021-07-06,2021-07-06,2,7.3028789,6,59503,659503,Rancho Mission Viejo,Rancho Mission Viejo CDP,59,6059,Orange,Orange County,906.0210914,29553.70226
BONITA,7737,2021-01-15,2021-03-10,14,681.1813354,6,49544,649544,Mountain Center,Mountain Center CDP,65,6065,Riverside,Riverside County,17625.22096,2756643.117
PEAK,10128,2021-06-28,2021-06-29,9,26.0907536,6,65000,665000,San Bernardino,San Bernardino city,71,6071,San Bernardino,San Bernardino County,2255.917129,105585.5348
SALT,982,2021-06-30,2021-10-26,2,12599.1416,6,39514,639514,Lakehead,Lakehead CDP,89,6089,Shasta,Shasta County,60681.16218,50986915.73
SUGAR,1046,2021-07-02,2021-10-28,14,105003.9063,6,13077,613077,Chilcoot-Vinton,Chilcoot-Vinton CDP,35,6035,Lassen,Lassen County,225115.9232,424935741.9
SUGAR,1046,2021-07-02,2021-10-28,14,105003.9063,6,13077,613077,Chilcoot-Vinton,Chilcoot-Vinton CDP,63,6063,Plumas,Plumas County,225115.9232,424935741.9
SUGAR,1046,2021-07-02,2021-10-28,14,105003.9063,6,19878,619878,Doyle,Doyle CDP,35,6035,Lassen,Lassen County,225115.9232,424935741.9
SUGAR,1046,2021-07-02,2021-10-28,14,105003.9063,6,19878,619878,Doyle,Doyle CDP,63,6063,Plumas,Plumas County,225115.9232,424935741.9
CLOUD,9443,2021-06-13,2021-06-13,9,16.9380836,6,65000,665000,San Bernardino,San Bernardino city,71,6071,San Bernardino,San Bernardino County,1851.322084,68545.99266
ROAD,2130,2021-07-10,2021-07-18,2,83.5613174,6,18940,618940,Descanso,Descanso CDP,73,6073,San Diego,San Diego County,4357.401131,338160.6407
MCFARLAND,1175,2021-07-30,2021-10-26,1,122447.7344,6,57666,657666,Platina,Platina CDP,89,6089,Shasta,Shasta County,211398.4618,495528413.7
MCFARLAND,1175,2021-07-30,2021-10-26,1,122447.7344,6,57666,657666,Platina,Platina CDP,105,6105,Trinity,Trinity County,211398.4618,495528413.7
MCFARLAND,1175,2021-07-30,2021-10-26,1,122447.7344,6,57666,657666,Platina,Platina CDP,103,6103,Tehama,Tehama County,211398.4618,495528413.7
ANTELOPE,6454,2021-08-01,2022-01-03,1,145631.75,6,78176,678176,Tennant,Tennant CDP,93,6093,Siskiyou,Siskiyou County,380881.5984,589350789.1
COLDWATER,12131,2021-08-10,2021-08-11,9,25.1053886,6,65000,665000,San Bernardino,San Bernardino city,71,6071,San Bernardino,San Bernardino County,1636.657131,101597.9003
CALDOR,24030,2021-08-15,2021-11-18,14,221786.3906,6,31302,631302,Grizzly Flats,Grizzly Flats CDP,3,6003,Alpine,Alpine County,368685.1913,897537666.7
CALDOR,24030,2021-08-15,2021-11-18,14,221786.3906,6,31302,631302,Grizzly Flats,Grizzly Flats CDP,17,6017,El Dorado,El Dorado County,368685.1913,897537666.7
CALDOR,24030,2021-08-15,2021-11-18,14,221786.3906,6,31302,631302,Grizzly Flats,Grizzly Flats CDP,5,6005,Amador,Amador County,368685.1913,897537666.7
CALDOR,24030,2021-08-15,2021-11-18,14,221786.3906,6,38646,638646,Kirkwood,Kirkwood CDP,3,6003,Alpine,Alpine County,368685.1913,897537666.7
CALDOR,24030,2021-08-15,2021-11-18,14,221786.3906,6,38646,638646,Kirkwood,Kirkwood CDP,17,6017,El Dorado,El Dorado County,368685.1913,897537666.7
CALDOR,24030,2021-08-15,2021-11-18,14,221786.3906,6,38646,638646,Kirkwood,Kirkwood CDP,5,6005,Amador,Amador County,368685.1913,897537666.7
CALDOR,24030,2021-08-15,2021-11-18,14,221786.3906,6,47206,647206,Meyers,Meyers CDP,3,6003,Alpine,Alpine County,368685.1913,897537666.7
CALDOR,24030,2021-08-15,2021-11-18,14,221786.3906,6,47206,647206,Meyers,Meyers CDP,17,6017,El Dorado,El Dorado County,368685.1913,897537666.7
CALDOR,24030,2021-08-15,2021-11-18,14,221786.3906,6,47206,647206,Meyers,Meyers CDP,5,6005,Amador,Amador County,368685.1913,897537666.7
KNOB,795,2021-08-29,2021-10-20,14,2421.245117,6,85642,685642,Willow Creek,Willow Creek CDP,23,6023,Humboldt,Humboldt County,25127.8769,9798431.313
MONUMENT,1187,2021-07-31,2021-11-03,1,223107.8906,6,9150,609150,Burnt Ranch,Burnt Ranch CDP,105,6105,Trinity,Trinity County,405656.4939,902885570.6
