FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,GIS_ACRES,STATEFP,PLACEFP,PLACE_FIPS,PLACE_NAME,PLACE_NAME_TYPE,COUNTYFP,CNTY_FIPS,CNTY_NAME,CNTY_NAME_TYPE,Shape_Length,Shape_Area
MONUMENT,1187,2021-07-31,2021-11-03,1,223107.8906,6,32562,632562,Hayfork,Hayfork CDP,105,6105,Trinity,Trinity County,405656.4939,902885570.6
MONUMENT,1187,2021-07-31,2021-11-03,1,223107.8906,6,37596,637596,Junction City,Junction City CDP,105,6105,Trinity,Trinity County,405656.4939,902885570.6
MONUMENT,1187,2021-07-31,2021-11-03,1,223107.8906,6,80483,680483,Trinity Village,Trinity Village CDP,105,6105,Trinity,Trinity County,405656.4939,902885570.6
APPLE,96640,2020-07-31,2020-11-15,2,33235.79688,6,3820,603820,Banning,Banning city,71,6071,San Bernardino,San Bernardino County,127166.3598,134500504
APPLE,96640,2020-07-31,2020-11-15,2,33235.79688,6,3820,603820,Banning,Banning city,65,6065,Riverside,Riverside County,127166.3598,134500504
APPLE,96640,2020-07-31,2020-11-15,2,33235.79688,6,12916,612916,Cherry Valley,Cherry Valley CDP,71,6071,San Bernardino,San Bernardino County,127166.3598,134500504
APPLE,96640,2020-07-31,2020-11-15,2,33235.79688,6,12916,612916,Cherry Valley,Cherry Valley CDP,65,6065,Riverside,Riverside County,127166.3598,134500504
APPLE,96640,2020-07-31,2020-11-15,2,33235.79688,6,52715,652715,Oak Glen,Oak Glen CDP,71,6071,San Bernardino,San Bernardino County,127166.3598,134500504
APPLE,96640,2020-07-31,2020-11-15,2,33235.79688,6,52715,652715,Oak Glen,Oak Glen CDP,65,6065,Riverside,Riverside County,127166.3598,134500504
TRIPP,85986,2020-07-09,2020-07-09,2,59.7315216,6,2294,602294,Anza,Anza CDP,65,6065,Riverside,Riverside County,3141.160744,241724.8842
INDIAN,79589,2020-06-26,2020-06-28,9,29.4919338,6,2294,602294,Anza,Anza CDP,65,6065,Riverside,Riverside County,1968.32609,119349.6182
FRENCH,2796,2021-08-18,2021-10-19,14,26535.05664,6,1358,601358,Alta Sierra,Alta Sierra CDP,29,6029,Kern,Kern County,145383.0337,107383562
FRENCH,2796,2021-08-18,2021-10-19,14,26535.05664,6,39570,639570,Lake Isabella,Lake Isabella CDP,29,6029,Kern,Kern County,145383.0337,107383562
FRENCH,2796,2021-08-18,2021-10-19,14,26535.05664,6,86174,686174,Wofford Heights,Wofford Heights CDP,29,6029,Kern,Kern County,145383.0337,107383562
WILLOW,6676,2021-04-17,2021-04-29,14,31.767662,6,78050,678050,Tecopa,Tecopa CDP,27,6027,Inyo,Inyo County,3825.287696,128559.1646
BACKUS,6791,2021-04-18,2021-04-19,14,26.6139584,6,48452,648452,Mojave,Mojave CDP,29,6029,Kern,Kern County,2517.648423,107702.8683
MAIN,426,2021-07-03,2021-07-04,14,378.4724426,6,58240,658240,Porterville,Porterville city,107,6107,Tulare,Tulare County,6746.342975,1531623.693
WINDY,3058,2021-09-10,2021-11-11,1,97528.26563,6,57134,657134,Pine Flat,Pine Flat CDP,107,6107,Tulare,Tulare County,264364.9177,394682876
WINDY,3058,2021-09-10,2021-11-11,1,97528.26563,6,75592,675592,Sugarloaf Saw Mill,Sugarloaf Saw Mill CDP,107,6107,Tulare,Tulare County,264364.9177,394682876
WESTWARD,116399,2021-08-25,2021-08-26,14,88.3630219,6,3820,603820,Banning,Banning city,65,6065,Riverside,Riverside County,3354.146838,357592.4776
YOSEMITE,61618,2021-07-22,2021-07-23,14,1.3662513,6,72016,672016,Simi Valley,Simi Valley city,111,6111,Ventura,Ventura County,427.018641,5529.023141
TAMARACK,30419,2021-07-04,2021-10-26,1,67054.50781,6,1228,601228,Alpine Village,Alpine Village CDP,51,6051,Mono,Mono County,269109.691,271359969.4
TAMARACK,30419,2021-07-04,2021-10-26,1,67054.50781,6,1228,601228,Alpine Village,Alpine Village CDP,3,6003,Alpine,Alpine County,269109.691,271359969.4
TAMARACK,30419,2021-07-04,2021-10-26,1,67054.50781,6,45988,645988,Markleeville,Markleeville CDP,51,6051,Mono,Mono County,269109.691,271359969.4
TAMARACK,30419,2021-07-04,2021-10-26,1,67054.50781,6,45988,645988,Markleeville,Markleeville CDP,3,6003,Alpine,Alpine County,269109.691,271359969.4
MANZANITA,1330,2021-01-19,2021-01-19,5,22.377903,6,51868,651868,North Fork,North Fork CDP,39,6039,Madera,Madera County,1843.027095,90560.15843
ERBES,4124,2021-01-14,2021-01-15,14,27.6329556,6,78582,678582,Thousand Oaks,Thousand Oaks city,111,6111,Ventura,Ventura County,2165.667984,111826.6035
COUNTRY,35741,2021-04-29,2021-04-30,8,26.5397491,6,78582,678582,Thousand Oaks,Thousand Oaks city,111,6111,Ventura,Ventura County,1578.368134,107402.5563
MADERA 2,27506,2021-04-01,2021-04-01,2,14.2190733,6,72016,672016,Simi Valley,Simi Valley city,111,6111,Ventura,Ventura County,1221.298214,57542.5468
PEAK,1026,2021-07-20,2021-07-20,10,1.2830474,6,44000,644000,Los Angeles,Los Angeles city,37,6037,Los Angeles,Los Angeles County,309.1446221,5192.308664
Backus 2,2118345,2021-04-25,2021-04-25,14,2.8973522,6,48452,648452,Mojave,Mojave CDP,29,6029,Kern,Kern County,636.8477944,11725.16867
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,1094,601094,Almanor,Almanor CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,1094,601094,Almanor,Almanor CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,1094,601094,Almanor,Almanor CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,1094,601094,Almanor,Almanor CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,1094,601094,Almanor,Almanor CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,4856,604856,Belden,Belden CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,4856,604856,Belden,Belden CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,4856,604856,Belden,Belden CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,4856,604856,Belden,Belden CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,4856,604856,Belden,Belden CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,8744,608744,Bucks Lake,Bucks Lake CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,8744,608744,Bucks Lake,Bucks Lake CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,8744,608744,Bucks Lake,Bucks Lake CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,8744,608744,Bucks Lake,Bucks Lake CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,8744,608744,Bucks Lake,Bucks Lake CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,9318,609318,Butte Meadows,Butte Meadows CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,9318,609318,Butte Meadows,Butte Meadows CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,9318,609318,Butte Meadows,Butte Meadows CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,9318,609318,Butte Meadows,Butte Meadows CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,9318,609318,Butte Meadows,Butte Meadows CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,10914,610914,Canyondam,Canyondam CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,10914,610914,Canyondam,Canyondam CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,10914,610914,Canyondam,Canyondam CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,10914,610914,Canyondam,Canyondam CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,10914,610914,Canyondam,Canyondam CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,11166,611166,Caribou,Caribou CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,11166,611166,Caribou,Caribou CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,11166,611166,Caribou,Caribou CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,11166,611166,Caribou,Caribou CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,11166,611166,Caribou,Caribou CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,12930,612930,Chester,Chester CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,12930,612930,Chester,Chester CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,12930,612930,Chester,Chester CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,12930,612930,Chester,Chester CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,12930,612930,Chester,Chester CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,13910,613910,Clear Creek,Clear Creek CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,13910,613910,Clear Creek,Clear Creek CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,13910,613910,Clear Creek,Clear Creek CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,13910,613910,Clear Creek,Clear Creek CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,13910,613910,Clear Creek,Clear Creek CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,17050,617050,Crescent Mills,Crescent Mills CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,17050,617050,Crescent Mills,Crescent Mills CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,17050,617050,Crescent Mills,Crescent Mills CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,17050,617050,Crescent Mills,Crescent Mills CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,17050,617050,Crescent Mills,Crescent Mills CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,31162,631162,Greenville,Greenville CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,31162,631162,Greenville,Greenville CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,31162,631162,Greenville,Greenville CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,31162,631162,Greenville,Greenville CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,31162,631162,Greenville,Greenville CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,37134,637134,Janesville,Janesville CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,37134,637134,Janesville,Janesville CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,37134,637134,Janesville,Janesville CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,37134,637134,Janesville,Janesville CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,37134,637134,Janesville,Janesville CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,36364,636364,Indian Falls,Indian Falls CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,36364,636364,Indian Falls,Indian Falls CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,36364,636364,Indian Falls,Indian Falls CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,36364,636364,Indian Falls,Indian Falls CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,36364,636364,Indian Falls,Indian Falls CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,37904,637904,Keddie,Keddie CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,37904,637904,Keddie,Keddie CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,37904,637904,Keddie,Keddie CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,37904,637904,Keddie,Keddie CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,37904,637904,Keddie,Keddie CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,39425,639425,Lake Almanor West,Lake Almanor West CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,39425,639425,Lake Almanor West,Lake Almanor West CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,39425,639425,Lake Almanor West,Lake Almanor West CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,39425,639425,Lake Almanor West,Lake Almanor West CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,39425,639425,Lake Almanor West,Lake Almanor West CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,46618,646618,Meadow Valley,Meadow Valley CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,46618,646618,Meadow Valley,Meadow Valley CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,46618,646618,Meadow Valley,Meadow Valley CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,46618,646618,Meadow Valley,Meadow Valley CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,46618,646618,Meadow Valley,Meadow Valley CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,47794,647794,Mineral,Mineral CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,47794,647794,Mineral,Mineral CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,47794,647794,Mineral,Mineral CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,47794,647794,Mineral,Mineral CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,47794,647794,Mineral,Mineral CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,53602,653602,Old Station,Old Station CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,53602,653602,Old Station,Old Station CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,53602,653602,Old Station,Old Station CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,53602,653602,Old Station,Old Station CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,53602,653602,Old Station,Old Station CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,56182,656182,Paxton,Paxton CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,56182,656182,Paxton,Paxton CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,56182,656182,Paxton,Paxton CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,56182,656182,Paxton,Paxton CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,56182,656182,Paxton,Paxton CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,78008,678008,Taylorsville,Taylorsville CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,78008,678008,Taylorsville,Taylorsville CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,78008,678008,Taylorsville,Taylorsville CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,78008,678008,Taylorsville,Taylorsville CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,78008,678008,Taylorsville,Taylorsville CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,78792,678792,Tobin,Tobin CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,78792,678792,Tobin,Tobin CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,78792,678792,Tobin,Tobin CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,78792,678792,Tobin,Tobin CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,78792,678792,Tobin,Tobin CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,80952,680952,Twain,Twain CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,80952,680952,Twain,Twain CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,80952,680952,Twain,Twain CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,80952,680952,Twain,Twain CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,80952,680952,Twain,Twain CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,83494,683494,Warner Valley,Warner Valley CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,83494,683494,Warner Valley,Warner Valley CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,83494,683494,Warner Valley,Warner Valley CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,83494,683494,Warner Valley,Warner Valley CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,83494,683494,Warner Valley,Warner Valley CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,84928,684928,Westwood,Westwood CDP,35,6035,Lassen,Lassen County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,84928,684928,Westwood,Westwood CDP,89,6089,Shasta,Shasta County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,84928,684928,Westwood,Westwood CDP,103,6103,Tehama,Tehama County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,84928,684928,Westwood,Westwood CDP,7,6007,Butte,Butte County,1533819.963,3898763482
DIXIE,9205,2021-07-14,2021-10-25,11,963405.4375,6,84928,684928,Westwood,Westwood CDP,63,6063,Plumas,Plumas County,1533819.963,3898763482
RIVER COMPLEX,6385,2021-07-31,2021-10-25,1,199354.0938,6,14406,614406,Coffee Creek,Coffee Creek CDP,105,6105,Trinity,Trinity County,1216645.068,806757368.7
RIVER COMPLEX,6385,2021-07-31,2021-10-25,1,199354.0938,6,14406,614406,Coffee Creek,Coffee Creek CDP,93,6093,Siskiyou,Siskiyou County,1216645.068,806757368.7
RANCHO,6986,2022-06-13,2022-06-19,14,589.8671265,6,59604,659604,Rancho Tehama Reserve,Rancho Tehama Reserve CDP,103,6103,Tehama,Tehama County,10179.07098,2387107.516
PARK,10157,2022-07-09,2022-07-09,14,56.3385429,6,3792,603792,Bangor,Bangor CDP,7,6007,Butte,Butte County,2523.571074,227993.9915
HIGHWAY,10803,2022-07-29,2022-07-31,7,28.1025925,6,33434,633434,Hesperia,Hesperia city,71,6071,San Bernardino,San Bernardino County,3111.697809,113727.1602
CANYON,4545,2022-06-23,2022-06-23,9,50.3730011,6,57792,657792,Pleasanton,Pleasanton city,1,6001,Alameda,Alameda County,2023.29785,203852.3014
CANYON,4545,2022-06-23,2022-06-23,9,50.3730011,6,77042,677042,Sunol,Sunol CDP,1,6001,Alameda,Alameda County,2023.29785,203852.3014
WILLOW,3572,2022-05-20,2022-05-20,2,28.5624084,6,4415,604415,Bay Point,Bay Point CDP,13,6013,Contra Costa,Contra Costa County,1736.500066,115587.9641
SCENIC,4548,2022-06-23,2022-06-23,10,120.4983063,6,58226,658226,Port Costa,Port Costa CDP,13,6013,Contra Costa,Contra Costa County,4329.853882,487639.343
EDEN,6056,2022-08-15,2022-08-15,10,58.3176308,6,20018,620018,Dublin,Dublin city,1,6001,Alameda,Alameda County,3458.95939,236003.0755
HESPERIA,7816,2022-06-06,2022-06-09,2,96.8859711,6,33434,633434,Hesperia,Hesperia city,71,6071,San Bernardino,San Bernardino County,3199.373431,392083.6206
PINECREST,11071,2022-06-23,2022-06-23,2,16.9040527,6,55086,655086,Palermo,Palermo CDP,7,6007,Butte,Butte County,1070.680984,68408.27266
FORK,20128,2022-09-07,2022-09-13,10,818.4309082,6,51868,651868,North Fork,North Fork CDP,39,6039,Madera,Madera County,15439.71946,3312072.424
OAK,16149,2022-07-22,2022-08-10,14,18957.50195,6,47374,647374,Midpines,Midpines CDP,43,6043,Mariposa,Mariposa County,94554.74438,76718289.25
EDGEWOOD,3992,2022-06-21,2022-06-22,11,20.5483875,6,86440,686440,Woodside,Woodside town,81,6081,San Mateo,San Mateo County,1903.595607,83156.37226
FORWARD,10762,2022-09-09,2022-09-22,10,159.9854736,6,45512,645512,Manton,Manton CDP,89,6089,Shasta,Shasta County,4849.634285,647438.2474
FORWARD,10762,2022-09-09,2022-09-22,10,159.9854736,6,45512,645512,Manton,Manton CDP,103,6103,Tehama,Tehama County,4849.634285,647438.2474
RAINBOW,8462,2022-07-16,2022-07-23,7,66.3288498,6,59604,659604,Rancho Tehama Reserve,Rancho Tehama Reserve CDP,103,6103,Tehama,Tehama County,3617.14864,268423.3368
NELSON,16458,2022-09-10,2022-09-10,14,33.0744286,6,54386,654386,Oroville,Oroville city,7,6007,Butte,Butte County,2038.223705,133847.4605
NELSON,16458,2022-09-10,2022-09-10,14,33.0744286,6,78470,678470,Thermalito,Thermalito CDP,7,6007,Butte,Butte County,2038.223705,133847.4605
NELDA,14719,2022-06-06,2022-06-06,14,28.9977283,6,13854,613854,Clay,Clay CDP,67,6067,Sacramento,Sacramento County,1691.142443,117349.6394
LATROBE,14041,2022-05-31,2022-05-31,2,26.7484455,6,21880,621880,El Dorado Hills,El Dorado Hills CDP,17,6017,El Dorado,El Dorado County,1520.514327,108247.1149
ELECTRA,17769,2022-07-04,2022-07-28,14,4466.22168,6,57148,657148,Pine Grove,Pine Grove CDP,9,6009,Calaveras,Calaveras County,36504.03335,18074157.54
ELECTRA,17769,2022-07-04,2022-07-28,14,4466.22168,6,57148,657148,Pine Grove,Pine Grove CDP,5,6005,Amador,Amador County,36504.03335,18074157.54
