STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,STATEFP_2,COUNTYFP,COUNTYNS,GEOID_2,NAME_2,NAMELSAD_2,LSAD_2,CLASSFP_2,MTFCC_2,CSAFP,CBSAFP,METDIVFP,FUNCSTAT_2,ALAND_2,AWATER_2,INTPTLAT_2,INTPTLON_2
"06","44364","02410891","0644364",Loyalton,Loyalton city,"25",C1,N,N,G4110,A,"920711","0","+39.6768545","-120.2448111","06","091","00277310","06091",Sierra,Sierra County,"06",H1,G4020,,,,A,"2468694582","23299110","+39.5769252","-120.5219926"
"06","00982","02582931","0600982",Alleghany,Alleghany CDP,"57",U1,N,N,G4210,S,"904298","0","+39.4666605","-120.8411258","06","091","00277310","06091",Sierra,Sierra County,"06",H1,G4020,,,,A,"2468694582","23299110","+39.5769252","-120.5219926"
"06","10004","02582957","0610004",Calpine,Calpine CDP,"57",U1,N,N,G4210,S,"1838557","5712","+39.6633810","-120.4392769","06","091","00277310","06091",Sierra,Sierra County,"06",H1,G4020,,,,A,"2468694582","23299110","+39.5769252","-120.5219926"
"06","19794","02583000","0619794",Downieville,Downieville CDP,"57",U1,N,N,G4210,S,"8237935","14330","+39.5786434","-120.8164052","06","091","00277310","06091",Sierra,Sierra County,"06",H1,G4020,,,,A,"2468694582","23299110","+39.5769252","-120.5219926"
"06","30420","02583027","0630420",Goodyears Bar,Goodyears Bar CDP,"57",U1,N,N,G4210,S,"5309072","43381","+39.5523540","-120.8931017","06","091","00277310","06091",Sierra,Sierra County,"06",H1,G4020,,,,A,"2468694582","23299110","+39.5769252","-120.5219926"
"06","40312","02408509","0640312",La Porte,La Porte CDP,"57",U1,N,N,G4210,S,"11543765","0","+39.6725081","-120.9852443","06","091","00277310","06091",Sierra,Sierra County,"06",H1,G4020,,,,A,"2468694582","23299110","+39.5769252","-120.5219926"
"06","41789","02408619","0641789",Little Grass Valley,Little Grass Valley CDP,"57",U1,N,N,G4210,S,"25897822","0","+39.7252456","-120.9590728","06","091","00277310","06091",Sierra,Sierra County,"06",H1,G4020,,,,A,"2468694582","23299110","+39.5769252","-120.5219926"
"06","57036","02583112","0657036",Pike,Pike CDP,"57",U1,N,N,G4210,S,"11194524","0","+39.4278430","-120.9996815","06","091","00277310","06091",Sierra,Sierra County,"06",H1,G4020,,,,A,"2468694582","23299110","+39.5769252","-120.5219926"
"06","70336","02583131","0670336",Sattley,Sattley CDP,"57",U1,N,N,G4210,S,"5302767","4699","+39.6299451","-120.4372753","06","091","00277310","06091",Sierra,Sierra County,"06",H1,G4020,,,,A,"2468694582","23299110","+39.5769252","-120.5219926"
"06","71774","02583138","0671774",Sierra Brooks,Sierra Brooks CDP,"57",U1,N,N,G4210,S,"3549115","0","+39.6425925","-120.2153873","06","091","00277310","06091",Sierra,Sierra County,"06",H1,G4020,,,,A,"2468694582","23299110","+39.5769252","-120.5219926"
"06","71778","02583139","0671778",Sierra City,Sierra City CDP,"57",U1,N,N,G4210,S,"5569937","728","+39.5726584","-120.6276165","06","091","00277310","06091",Sierra,Sierra County,"06",H1,G4020,,,,A,"2468694582","23299110","+39.5769252","-120.5219926"
"06","71848","02583141","0671848",Sierraville,Sierraville CDP,"57",U1,N,N,G4210,S,"13002077","2127","+39.5822318","-120.3620651","06","091","00277310","06091",Sierra,Sierra County,"06",H1,G4020,,,,A,"2468694582","23299110","+39.5769252","-120.5219926"
"06","82334","02583175","0682334",Verdi,Verdi CDP,"57",U1,N,N,G4210,S,"10808119","34863","+39.5269686","-120.0233943","06","091","00277310","06091",Sierra,Sierra County,"06",H1,G4020,,,,A,"2468694582","23299110","+39.5769252","-120.5219926"
"06","85086","02409587","0685086",Whitehawk,Whitehawk CDP,"57",U1,N,N,G4210,S,"6693778","0","+39.7206086","-120.5535831","06","091","00277310","06091",Sierra,Sierra County,"06",H1,G4020,,,,A,"2468694582","23299110","+39.5769252","-120.5219926"
"06","84816","02412228","0684816",West Sacramento,West Sacramento city,"25",C1,Y,N,G4110,A,"55606617","3446736","+38.5543684","-121.5486634","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","24638","02410516","0624638",Folsom,Folsom city,"25",C1,Y,N,G4110,A,"72210787","5879392","+38.6665966","-121.1416355","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","36882","02410122","0636882",Isleton,Isleton city,"25",C1,N,N,G4110,A,"1138589","133509","+38.1612520","-121.6049577","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","59444","02411513","0659444",Rancho Cordova,Rancho Cordova city,"25",C1,Y,N,G4110,A,"89533866","795317","+38.5770789","-121.2361872","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","02252","02409715","0602252",Antioch,Antioch city,"25",C1,N,N,G4110,A,"75552859","1995937","+37.9783360","-121.7960638","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","13588","02409464","0613588",Citrus Heights,Citrus Heights city,"25",C1,N,N,G4110,A,"36820409","0","+38.6948103","-121.2879525","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","22020","02410425","0622020",Elk Grove,Elk Grove city,"25",C1,N,N,G4110,A,"108760535","533192","+38.4146207","-121.3849614","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","28112","02410563","0628112",Galt,Galt city,"25",C1,N,N,G4110,A,"18508749","34676","+38.2703894","-121.3005957","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","64000","02411751","0664000",Sacramento,Sacramento city,"25",C1,Y,N,G4110,A,"255399993","5413141","+38.5676936","-121.4681605","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","60984","02410955","0660984",Rio Vista,Rio Vista city,"25",C1,N,N,G4110,A,"17094324","1283585","+38.1766715","-121.7034059","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","62938","02411000","0662938",Roseville,Roseville city,"25",C1,Y,N,G4110,A,"114162282","0","+38.7702924","-121.3196182","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","02210","02582934","0602210",Antelope,Antelope CDP,"57",U1,N,N,G4210,S,"17705728","0","+38.7153301","-121.3609616","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","02553","02407756","0602553",Arden-Arcade,Arden-Arcade CDP,"57",U2,N,N,G4210,S,"41184189","588891","+38.6022939","-121.3840067","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","11390","02407967","0611390",Carmichael,Carmichael CDP,"57",U1,N,N,G4210,S,"39714478","602793","+38.6308121","-121.3256364","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","16714","02582985","0616714",Courtland,Courtland CDP,"57",U1,N,N,G4210,S,"4662083","0","+38.3329109","-121.5570263","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","21880","02408055","0621880",El Dorado Hills,El Dorado Hills CDP,"57",U1,N,N,G4210,S,"125511003","6228621","+38.6760816","-121.0476996","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","22524","02583010","0622524",Elverta,Elverta CDP,"57",U1,N,N,G4210,S,"22900221","0","+38.7184638","-121.4454754","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","23294","02408100","0623294",Fair Oaks,Fair Oaks CDP,"57",U1,N,N,G4210,S,"28169829","930992","+38.6501544","-121.2509702","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","24722","02408224","0624722",Foothill Farms,Foothill Farms CDP,"57",U1,N,N,G4210,S,"10879066","0","+38.6867316","-121.3474778","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","25506","02583017","0625506",Franklin,Franklin CDP,"57",U1,N,N,G4210,S,"5454315","0","+38.3675214","-121.4616290","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","25590","02583018","0625590",Freeport,Freeport CDP,"57",U1,N,N,G4210,S,"131496","0","+38.4629355","-121.5021071","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","27130","02583020","0627130",Fruitridge Pocket,Fruitridge Pocket CDP,"57",U2,N,N,G4210,S,"1532205","0","+38.5326129","-121.4558068","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","30345","02408305","0630345",Gold River,Gold River CDP,"57",U1,N,N,G4210,S,"6884489","213093","+38.6268536","-121.2491637","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","30693","02408318","0630693",Granite Bay,Granite Bay CDP,"57",U1,N,N,G4210,S,"55810220","111696","+38.7604413","-121.1681961","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","33294","02583034","0633294",Herald,Herald CDP,"57",U1,N,N,G4210,S,"20406216","57778","+38.2884031","-121.2310658","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","34484","02583037","0634484",Hood,Hood CDP,"57",U1,N,N,G4210,S,"816263","0","+38.3692915","-121.5154880","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","13854","02582975","0613854",Clay,Clay CDP,"57",U1,N,N,G4210,S,"17496807","0","+38.3140376","-121.1595910","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","24498","02408219","0624498",Florin,Florin CDP,"57",U1,N,N,G4210,S,"22567765","0","+38.4832093","-121.4042706","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","40410","02408515","0640410",La Riviera,La Riviera CDP,"57",U1,N,N,G4210,S,"4920394","368987","+38.5685383","-121.3549624","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","41142","02583055","0641142",Lemon Hill,Lemon Hill CDP,"57",U1,N,N,G4210,S,"4247517","0","+38.5172317","-121.4572792","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","46226","02583073","0646226",Mather,Mather CDP,"57",U2,N,N,G4210,S,"25964878","64570","+38.5483621","-121.2838405","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","51924","02408941","0651924",North Highlands,North Highlands CDP,"57",U1,N,N,G4210,S,"22821705","0","+38.6713197","-121.3721314","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","54092","02408995","0654092",Orangevale,Orangevale CDP,"57",U1,N,N,G4210,S,"29657948","397602","+38.6893591","-121.2230770","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","55800","02583107","0655800",Parkway,Parkway CDP,"57",U1,N,N,G4210,S,"6240067","0","+38.4992929","-121.4520114","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","59506","02409136","0659506",Rancho Murieta,Rancho Murieta CDP,"57",U1,N,N,G4210,S,"30776825","467881","+38.5007005","-121.0740205","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","60942","02409175","0660942",Rio Linda,Rio Linda CDP,"57",U1,N,N,G4210,S,"25710392","0","+38.6875020","-121.4416818","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","44760","02583067","0644760",McClellan Park,McClellan Park CDP,"57",M2,N,N,G4210,S,"10536176","0","+38.6628961","-121.4016562","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","62910","02409213","0662910",Rosemont,Rosemont CDP,"57",U1,N,N,G4210,S,"11361196","0","+38.5477287","-121.3553712","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","78568","02628795","0678568",Thornton,Thornton CDP,"57",U1,N,N,G4210,S,"5524658","130915","+38.2296592","-121.4260627","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","82852","02409518","0682852",Vineyard,Vineyard CDP,"57",U1,N,N,G4210,S,"48558204","0","+38.4740353","-121.3239951","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","83374","02409526","0683374",Walnut Grove,Walnut Grove CDP,"57",U1,N,N,G4210,S,"26419421","1883606","+38.2505944","-121.5349734","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","85880","02409604","0685880",Wilton,Wilton CDP,"57",U1,N,N,G4210,S,"75115869","0","+38.4129769","-121.2127181","06","067","00277298","06067",Sacramento,Sacramento County,"06",H1,G4020,"472","40900",,A,"2500040418","75346029","+38.4501363","-121.3443291"
"06","08758","02409931","0608758",Buellton,Buellton city,"25",C1,N,N,G4110,A,"4097750","1684","+34.6154975","-120.1942368","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","11446","02409990","0611446",Carpinteria,Carpinteria city,"25",C1,N,N,G4110,A,"6704026","17313119","+34.3852340","-119.5007588","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","31414","02410672","0631414",Guadalupe,Guadalupe city,"25",C1,N,N,G4110,A,"3394103","10948","+34.9649289","-120.5731271","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","72576","02411925","0672576",Solvang,Solvang city,"25",C1,N,N,G4110,A,"6281307","3053","+34.5937578","-120.1396803","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","30378","02015546","0630378",Goleta,Goleta city,"25",C1,N,N,G4110,A,"20339515","187022","+34.4354411","-119.8589464","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","42524","02410860","0642524",Lompoc,Lompoc city,"25",C1,N,N,G4110,A,"30103861","201559","+34.6626889","-120.4708370","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","69070","02411815","0669070",Santa Barbara,Santa Barbara city,"25",C1,Y,N,G4110,A,"50523520","58265316","+34.4006009","-119.7129545","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","69196","02411824","0669196",Santa Maria,Santa Maria city,"25",C1,Y,N,G4110,A,"59078451","1575636","+34.9330764","-120.4435590","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","03694","02582938","0603694",Ballard,Ballard CDP,"57",U1,N,N,G4210,S,"7236936","13445","+34.6399477","-120.1109886","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","11754","02582965","0611754",Casmalia,Casmalia CDP,"57",U1,N,N,G4210,S,"433975","0","+34.8377987","-120.5310443","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","17727","02582989","0617727",Cuyama,Cuyama CDP,"57",U1,N,N,G4210,S,"1174244","11429","+34.9310567","-119.6148797","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","20574","02813349","0620574",Eastern Goleta Valley,Eastern Goleta Valley CDP,"57",U2,N,N,G4210,S,"42981068","755513","+34.4439133","-119.7854766","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","29070","02583023","0629070",Garey,Garey CDP,"57",U1,N,N,G4210,S,"3275825","9827","+34.8858212","-120.3137504","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","36868","02408433","0636868",Isla Vista,Isla Vista CDP,"57",U1,N,N,G4210,S,"1427676","113833","+34.4121790","-119.8606574","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","43252","02408131","0643252",Los Alamos,Los Alamos CDP,"57",U1,N,N,G4210,S,"2341055","0","+34.7418033","-120.2745961","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","44168","02583064","0644168",Los Olivos,Los Olivos CDP,"57",U1,N,N,G4210,S,"6778819","1039","+34.6615061","-120.1174358","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","48147","02408843","0648147",Mission Canyon,Mission Canyon CDP,"57",U1,N,N,G4210,S,"4662212","77753","+34.4562519","-119.7169892","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","48186","02408845","0648186",Mission Hills,Mission Hills CDP,"57",U1,N,N,G4210,S,"3130522","20596","+34.6887795","-120.4397498","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","48844","02408861","0648844",Montecito,Montecito CDP,"57",U1,N,N,G4210,S,"23768259","20675380","+34.4186422","-119.6331167","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","51028","02583090","0651028",New Cuyama,New Cuyama CDP,"57",U1,N,N,G4210,S,"1637550","0","+34.9430572","-119.6820182","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","54120","02408999","0654120",Orcutt,Orcutt CDP,"57",U1,N,N,G4210,S,"28030109","5696","+34.8692353","-120.4216836","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","70182","02409284","0670182",Santa Ynez,Santa Ynez CDP,"57",U1,N,N,G4210,S,"12510425","17663","+34.6174568","-120.0963551","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","72086","02583144","0672086",Sisquoc,Sisquoc CDP,"57",U1,N,N,G4210,S,"5775123","10614","+34.8618175","-120.2943946","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","75714","02410016","0675714",Summerland,Summerland CDP,"57",U1,N,N,G4210,S,"3618069","15510365","+34.4171823","-119.5874939","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","79529","02409337","0679529",Toro Canyon,Toro Canyon CDP,"57",U1,N,N,G4210,S,"24312959","11403119","+34.4230040","-119.5607287","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","81316","02813356","0681316",University of California-Santa Barbara,University of California-Santa Barbara CDP,"57",U1,N,N,G4210,S,"3363537","300642","+34.4183146","-119.8509598","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","82072","02409501","0682072",Vandenberg AFB,Vandenberg AFB CDP,"57",M2,N,N,G4210,S,"57997811","225536","+34.7279857","-120.5064673","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","82086","02409502","0682086",Vandenberg Village,Vandenberg Village CDP,"57",U1,N,N,G4210,S,"13649867","1339","+34.7117400","-120.4619329","06","083","00277306","06083",Santa Barbara,Santa Barbara County,"06",H1,G4020,,"42200",,A,"7080860393","2729213352","+34.5366774","-120.0383645"
"06","02112","02409709","0602112",Angels,Angels city,"25",C1,N,N,G4110,A,"9407811","12740","+38.0710375","-120.5517286","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","02770","02407763","0602770",Arnold,Arnold CDP,"57",U1,N,N,G4210,S,"23482385","168745","+38.2486418","-120.3509888","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","03316","02407784","0603316",Avery,Avery CDP,"57",U1,N,N,G4210,S,"5449102","47866","+38.1979118","-120.3694331","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","16210","02407658","0616210",Copperopolis,Copperopolis CDP,"57",U1,N,N,G4210,S,"40377349","63065","+37.9653875","-120.6409728","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","19570","02408683","0619570",Dorrington,Dorrington CDP,"57",U1,N,N,G4210,S,"10600543","12551","+38.3044790","-120.2663205","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","24897","02408228","0624897",Forest Meadows,Forest Meadows CDP,"57",U1,N,N,G4210,S,"9749680","0","+38.1717302","-120.3989746","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","04716","02407814","0604716",Bear Valley,Bear Valley CDP,"57",U1,N,N,G4210,S,"13352822","56384","+38.4723209","-120.0518467","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","48480","02408855","0648480",Mokelumne Hill,Mokelumne Hill CDP,"57",U1,N,N,G4210,S,"7974096","6904","+38.3084841","-120.7056169","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","49628","02408882","0649628",Mountain Ranch,Mountain Ranch CDP,"57",U1,N,N,G4210,S,"10127780","0","+38.2117212","-120.5311151","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","50034","02408892","0650034",Murphys,Murphys CDP,"57",U1,N,N,G4210,S,"10955540","6287","+38.1360927","-120.4439416","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","59220","02409122","0659220",Rail Road Flat,Rail Road Flat CDP,"57",U1,N,N,G4210,S,"23510266","371269","+38.3143740","-120.5074837","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","59426","02409134","0659426",Rancho Calaveras,Rancho Calaveras CDP,"57",U1,N,N,G4210,S,"21707375","77009","+38.1273495","-120.8530892","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","64420","02409247","0664420",San Andreas,San Andreas CDP,"57",U1,N,N,G4210,S,"21730446","41137","+38.1762278","-120.6693068","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","81652","02409394","0681652",Vallecito,Vallecito CDP,"57",U1,N,N,G4210,S,"5406010","0","+38.0836081","-120.4652043","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","81890","02409398","0681890",Valley Springs,Valley Springs CDP,"57",U1,N,N,G4210,S,"10344077","0","+38.1694383","-120.8259920","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","83304","02409523","0683304",Wallace,Wallace CDP,"57",U1,N,N,G4210,S,"11114771","6972905","+38.2069018","-120.9569815","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
"06","84732","02409563","0684732",West Point,West Point CDP,"57",U1,N,N,G4210,S,"7677757","0","+38.4060578","-120.5364802","06","009","01675885","06009",Calaveras,Calaveras County,"06",H1,G4020,,,,A,"2641837359","43789489","+38.1910682","-120.5541065"
