STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,STATEFP_2,COUNTYFP,COUNTYNS,GEOID_2,NAME_2,NAMELSAD_2,LSAD_2,CLASSFP_2,MTFCC_2,CSAFP,CBSAFP,METDIVFP,FUNCSTAT_2,ALAND_2,AWATER_2,INTPTLAT_2,INTPTLON_2
"06","44644","02583066","0644644",Lytle Creek,Lytle Creek CDP,"57",U1,N,N,G4210,S,"15586138","0","+34.2499257","-117.5044314","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","46884","02408816","0646884",Mentone,Mentone CDP,"57",U1,N,N,G4210,S,"15826124","30802","+34.0606386","-117.1150201","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","49348","02408870","0649348",Morongo Valley,Morongo Valley CDP,"57",U1,N,N,G4210,S,"65317007","0","+34.0723774","-116.5627267","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","49684","02408883","0649684",Mountain View Acres,Mountain View Acres CDP,"57",U1,N,N,G4210,S,"4114534","0","+34.4975579","-117.3471727","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","50132","02408894","0650132",Muscoy,Muscoy CDP,"57",U1,N,N,G4210,S,"7876493","0","+34.1551759","-117.3477205","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","52715","02583099","0652715",Oak Glen,Oak Glen CDP,"57",U1,N,N,G4210,S,"38839776","11185","+34.0410432","-116.9623071","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","52760","02583100","0652760",Oak Hills,Oak Hills CDP,"57",U1,N,N,G4210,S,"63496967","0","+34.3899435","-117.4030940","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","56826","02627935","0656826",Phelan,Phelan CDP,"57",U1,N,N,G4210,S,"155638217","0","+34.4398160","-117.5248288","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","57302","02627936","0657302",Piñon Hills,Piñon Hills CDP,"57",U1,N,N,G4210,S,"83177827","7520","+34.4456075","-117.6235632","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","63316","02409224","0663316",Running Springs,Running Springs CDP,"57",U1,N,N,G4210,S,"10888685","23184","+34.2113617","-117.1045717","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","64462","02409248","0664462",San Antonio Heights,San Antonio Heights CDP,"57",U1,N,N,G4210,S,"6334954","417287","+34.1564204","-117.6587047","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","70728","02409296","0670728",Searles Valley,Searles Valley CDP,"57",U2,N,N,G4210,S,"27186893","0","+35.7700481","-117.3966763","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","71964","02583143","0671964",Silver Lakes,Silver Lakes CDP,"57",U1,N,N,G4210,S,"13560375","1158282","+34.7478854","-117.3445657","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","73700","02583150","0673700",Spring Valley Lake,Spring Valley Lake CDP,"57",U1,N,N,G4210,S,"7833090","885216","+34.4968183","-117.2675870","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","78050","02410062","0678050",Tecopa,Tecopa CDP,"57",U1,N,N,G4210,S,"48145645","177237","+35.8205806","-116.2050514","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","80515","02583168","0680515",Trona,Trona CDP,"57",U2,N,N,G4210,S,"24076929","2011","+35.8158211","-117.3473478","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","86594","02409630","0686594",Wrightwood,Wrightwood CDP,"57",U1,N,N,G4210,S,"15414197","8669","+34.3459882","-117.6275788","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","86720","02805257","0686720",Yermo,Yermo CDP,"57",U1,N,N,G4210,S,"1680240","12788","+34.9066556","-116.8232743","06","071","00277300","06071",San Bernardino,San Bernardino County,"06",H1,G4020,"348","40140",,A,"51975908919","96406054","+34.8566615","-116.1815707"
"06","68364","02411804","0668364",San Rafael,San Rafael city,"25",C1,Y,N,G4110,A,"42960192","15426850","+37.9810032","-122.5069297","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","53000","02411292","0653000",Oakland,Oakland city,"25",C1,Y,N,G4110,A,"144861286","57244212","+37.7698464","-122.2256900","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","54232","02411334","0654232",Orinda,Orinda city,"25",C1,N,N,G4110,A,"33285592","40530","+37.8816103","-122.1685955","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","57288","02411428","0657288",Pinole,Pinole city,"25",C1,N,N,G4110,A,"13218372","17242736","+38.0017019","-122.3184880","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","60620","02410939","0660620",Richmond,Richmond city,"25",C1,N,N,G4110,A,"77840004","58164107","+37.9522779","-122.3606090","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","68294","02411801","0668294",San Pablo,San Pablo city,"25",C1,N,N,G4110,A,"6797163","0","+37.9628612","-122.3425814","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","39122","02411591","0639122",Lafayette,Lafayette city,"25",C1,N,N,G4110,A,"38912815","431202","+37.8910040","-122.1195292","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","00674","02409674","0600674",Albany,Albany city,"25",C1,N,N,G4110,A,"4636032","9521771","+37.8906499","-122.3181164","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","06000","02409837","0606000",Berkeley,Berkeley city,"25",C1,Y,N,G4110,A,"27018309","18712737","+37.8656733","-122.2987247","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","20018","02410362","0620018",Dublin,Dublin city,"25",C1,N,N,G4110,A,"39442773","0","+37.7161372","-121.8962293","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","02252","02409715","0602252",Antioch,Antioch city,"25",C1,N,N,G4110,A,"75552859","1995937","+37.9783360","-121.7960638","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","16000","02410214","0616000",Concord,Concord city,"25",C1,N,N,G4110,A,"79130630","0","+37.9721861","-122.0016064","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","17988","02412403","0617988",Danville,Danville town,"43",C1,N,N,G4110,A,"46821256","0","+37.8121416","-121.9698235","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","46114","02411045","0646114",Martinez,Martinez city,"25",C1,N,N,G4110,A,"32712527","2599576","+37.9981157","-122.1144193","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","57456","02411430","0657456",Pittsburg,Pittsburg city,"25",C1,N,N,G4110,A,"45780276","5359381","+38.0167706","-121.8969477","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","57764","02411439","0657764",Pleasant Hill,Pleasant Hill city,"25",C1,N,N,G4110,A,"18324535","3158","+37.9541635","-122.0757723","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","68378","02411805","0668378",San Ramon,San Ramon city,"25",C1,Y,N,G4110,A,"48392897","88389","+37.7652582","-121.9319874","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","83346","02412174","0683346",Walnut Creek,Walnut Creek city,"25",C1,Y,N,G4110,A,"51179061","31195","+37.9026660","-122.0404790","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","08142","02409902","0608142",Brentwood,Brentwood city,"25",C1,N,N,G4110,A,"38501266","0","+37.9355778","-121.7189698","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","53070","02411294","0653070",Oakley,Oakley city,"25",C1,N,N,G4110,A,"41091677","789638","+37.9961485","-121.6936235","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","67000","02411786","0667000",San Francisco,San Francisco city,"25",C1,Y,N,G4110,A,"121507089","479146790","+37.7272391","-123.0322294","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","81666","02412142","0681666",Vallejo,Vallejo city,"25",C1,Y,N,G4110,A,"78788150","46317409","+38.1069086","-122.2623386","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","13882","02409474","0613882",Clayton,Clayton city,"25",C1,N,N,G4110,A,"9945279","0","+37.9403215","-121.9300745","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","21796","02410410","0621796",El Cerrito,El Cerrito city,"25",C1,N,N,G4110,A,"9509903","0","+37.9195744","-122.3025190","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","33308","02410746","0633308",Hercules,Hercules city,"25",C1,N,N,G4110,A,"16608748","35156475","+38.0214271","-122.2889290","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","49187","02413013","0649187",Moraga,Moraga town,"43",C1,N,N,G4110,A,"24504014","22901","+37.8456927","-122.1232170","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","00135","02582926","0600135",Acalanes Ridge,Acalanes Ridge CDP,"57",U1,N,N,G4210,S,"1193569","0","+37.9047250","-122.0785674","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","00618","02407707","0600618",Alamo,Alamo CDP,"57",U1,N,N,G4210,S,"25422415","0","+37.8547678","-122.0135573","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","00898","02582930","0600898",Alhambra Valley,Alhambra Valley CDP,"57",U1,N,N,G4210,S,"4181518","0","+37.9667437","-122.1359983","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","04415","02407808","0604415",Bay Point,Bay Point CDP,"57",U1,N,N,G4210,S,"16643645","2637541","+38.0322540","-121.9622357","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","04470","02582940","0604470",Bayview,Bayview CDP,"57",U1,N,N,G4210,S,"789227","209670","+38.0062344","-122.3201647","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","06210","02407834","0606210",Bethel Island,Bethel Island CDP,"57",U1,N,N,G4210,S,"13599678","1468013","+38.0281297","-121.6298509","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","06928","02407859","0606928",Blackhawk,Blackhawk CDP,"57",U1,N,N,G4210,S,"14958249","31771","+37.8096292","-121.9132414","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","09346","02407934","0609346",Byron,Byron CDP,"57",U1,N,N,G4210,S,"16889207","0","+37.8756441","-121.6421196","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","10301","02583160","0610301",Camino Tassajara,Camino Tassajara CDP,"57",U1,N,N,G4210,S,"3305050","0","+37.7908857","-121.8850524","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","11915","02582967","0611915",Castle Hill,Castle Hill CDP,"57",U1,N,N,G4210,S,"1513889","0","+37.8747175","-122.0585817","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","14232","02407641","0614232",Clyde,Clyde CDP,"57",U1,N,N,G4210,S,"364483","0","+38.0253897","-122.0280157","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","16090","02409521","0616090",Contra Costa Centre,Contra Costa Centre CDP,"57",U1,N,N,G4210,S,"1649047","0","+37.9259633","-122.0539766","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","17274","02407683","0617274",Crockett,Crockett CDP,"57",U1,N,N,G4210,S,"2751227","0","+38.0519195","-122.2201268","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","19150","02408668","0619150",Diablo,Diablo CDP,"57",U1,N,N,G4210,S,"3531932","0","+37.8407738","-121.9564770","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","19339","02408672","0619339",Discovery Bay,Discovery Bay CDP,"57",U1,N,N,G4210,S,"14482205","3514422","+37.9081313","-121.5971956","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","21061","02408035","0621061",East Richmond Heights,East Richmond Heights CDP,"57",U1,N,N,G4210,S,"1501846","0","+37.9450844","-122.3139102","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","22454","02408062","0622454",El Sobrante,El Sobrante CDP,"57",U1,N,N,G4210,S,"8019027","0","+37.9736239","-122.3031410","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","38086","02408472","0638086",Kensington,Kensington CDP,"57",U1,N,N,G4210,S,"2495981","23043","+37.9051443","-122.2842262","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","38772","02408496","0638772",Knightsen,Knightsen CDP,"57",U1,N,N,G4210,S,"21645449","232033","+37.9624258","-121.6485795","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","48718","02583085","0648718",Montalvin Manor,Montalvin Manor CDP,"57",U2,N,N,G4210,S,"832519","0","+37.9975826","-122.3300925","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","49651","02408884","0649651",Mountain View,Mountain View CDP,"57",U1,N,N,G4210,S,"743924","0","+38.0092049","-122.1168495","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","51622","02583094","0651622",Norris Canyon,Norris Canyon CDP,"57",U2,N,N,G4210,S,"9350215","0","+37.7457574","-121.9880908","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","52162","02583096","0652162",North Richmond,North Richmond CDP,"57",U1,N,N,G4210,S,"3598945","412907","+37.9652690","-122.3706492","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","54764","02409012","0654764",Pacheco,Pacheco CDP,"57",U1,N,N,G4210,S,"1945578","0","+37.9878524","-122.0698276","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","58226","02409091","0658226",Port Costa,Port Costa CDP,"57",U1,N,N,G4210,S,"409759","0","+38.0445430","-122.1849415","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","60279","02583120","0660279",Reliez Valley,Reliez Valley CDP,"57",U2,N,N,G4210,S,"6112920","0","+37.9398879","-122.1026949","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","62490","02409201","0662490",Rodeo,Rodeo CDP,"57",U1,N,N,G4210,S,"9741095","2286903","+38.0366050","-122.2539556","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","62700","02409202","0662700",Rollingwood,Rollingwood CDP,"57",U1,N,N,G4210,S,"447766","0","+37.9653469","-122.3306075","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","68263","02583126","0668263",San Miguel,San Miguel CDP,"57",U2,N,N,G4210,S,"2720210","0","+37.8866992","-122.0368328","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","70266","02583130","0670266",Saranap,Saranap CDP,"57",U1,N,N,G4210,S,"2939536","0","+37.8878178","-122.0761419","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","51890","02583095","0651890",North Gate,North Gate CDP,"57",U1,N,N,G4210,S,"1904534","0","+37.9055129","-121.9978789","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","71362","02583136","0671362",Shell Ridge,Shell Ridge CDP,"57",U2,N,N,G4210,S,"1114550","0","+37.9059194","-122.0343985","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","77924","02410059","0677924",Tara Hills,Tara Hills CDP,"57",U1,N,N,G4210,S,"1727037","0","+37.9938448","-122.3187814","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","82842","02409517","0682842",Vine Hill,Vine Hill CDP,"57",U1,N,N,G4210,S,"3890261","0","+38.0071169","-122.0872968","06","013","01675903","06013",Contra Costa,Contra Costa County,"06",H1,G4020,"488","41860","36084",A,"1856838508","225278783","+37.9194790","-121.9515431"
"06","01228","02407729","0601228",Alpine Village,Alpine Village CDP,"57",U1,N,N,G4210,S,"10569744","0","+38.7793457","-119.8077850","06","003","01675840","06003",Alpine,Alpine County,"06",H1,G4020,,,,A,"1912292607","12557304","+38.6217831","-119.7983522"
"06","04716","02407814","0604716",Bear Valley,Bear Valley CDP,"57",U1,N,N,G4210,S,"13352822","56384","+38.4723209","-120.0518467","06","003","01675840","06003",Alpine,Alpine County,"06",H1,G4020,,,,A,"1912292607","12557304","+38.6217831","-119.7983522"
"06","38646","02408489","0638646",Kirkwood,Kirkwood CDP,"57",U1,N,N,G4210,S,"11290203","2525431","+38.6892650","-120.0549795","06","003","01675840","06003",Alpine,Alpine County,"06",H1,G4020,,,,A,"1912292607","12557304","+38.6217831","-119.7983522"
"06","45988","02408184","0645988",Markleeville,Markleeville CDP,"57",U1,N,N,G4210,S,"16914713","0","+38.6840021","-119.8227384","06","003","01675840","06003",Alpine,Alpine County,"06",H1,G4020,,,,A,"1912292607","12557304","+38.6217831","-119.7983522"
"06","47086","02408820","0647086",Mesa Vista,Mesa Vista CDP,"57",U1,N,N,G4210,S,"12627546","0","+38.8102875","-119.8032665","06","003","01675840","06003",Alpine,Alpine County,"06",H1,G4020,,,,A,"1912292607","12557304","+38.6217831","-119.7983522"
"06","24638","02410516","0624638",Folsom,Folsom city,"25",C1,Y,N,G4110,A,"72210787","5879392","+38.6665966","-121.1416355","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
"06","73108","02411938","0673108",South Lake Tahoe,South Lake Tahoe city,"25",C1,N,N,G4110,A,"26387187","16684701","+38.9392299","-119.9822156","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
"06","57540","02411433","0657540",Placerville,Placerville city,"25",C1,N,N,G4110,A,"15126090","2192","+38.7311162","-120.7976774","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
"06","03205","02582982","0603205",Auburn Lake Trails,Auburn Lake Trails CDP,"57",U1,N,N,G4210,S,"32963739","56719","+38.8862376","-120.9796991","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
"06","10256","02407944","0610256",Cameron Park,Cameron Park CDP,"57",U1,N,N,G4210,S,"29078546","186312","+38.6740287","-120.9883375","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
"06","10270","02582961","0610270",Camino,Camino CDP,"57",U1,N,N,G4210,S,"6659897","0","+38.7422654","-120.6808108","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
"06","14450","02628720","0614450",Cold Springs,Cold Springs CDP,"57",U1,N,N,G4210,S,"2526035","0","+38.7464398","-120.8738066","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
"06","14764","02582981","0614764",Coloma,Coloma CDP,"57",U1,N,N,G4210,S,"8689800","0","+38.8026160","-120.8946346","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
"06","19220","02408669","0619220",Diamond Springs,Diamond Springs CDP,"57",U1,N,N,G4210,S,"43097228","187916","+38.6920143","-120.8386844","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
"06","21880","02408055","0621880",El Dorado Hills,El Dorado Hills CDP,"57",U1,N,N,G4210,S,"125511003","6228621","+38.6760816","-121.0476996","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
"06","24834","02408229","0624834",Foresthill,Foresthill CDP,"57",U1,N,N,G4210,S,"28969105","0","+39.0052862","-120.8313547","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
"06","29350","02408289","0629350",Georgetown,Georgetown CDP,"57",U1,N,N,G4210,S,"39182259","10741","+38.9113533","-120.8346240","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
"06","31302","02628736","0631302",Grizzly Flats,Grizzly Flats CDP,"57",U2,N,N,G4210,S,"17168505","0","+38.6356964","-120.5354350","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
"06","38646","02408489","0638646",Kirkwood,Kirkwood CDP,"57",U1,N,N,G4210,S,"11290203","2525431","+38.6892650","-120.0549795","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
"06","47206","02804404","0647206",Meyers,Meyers CDP,"57",U1,N,N,G4210,S,"6473356","36532","+38.8347873","-120.0185604","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
"06","51637","02408934","0651637",North Auburn,North Auburn CDP,"57",U1,N,N,G4210,S,"20171681","7171","+38.9306930","-121.0810812","06","017","00277273","06017",El Dorado,El Dorado County,"06",H1,G4020,"472","40900",,A,"4423309715","203342317","+38.7856116","-120.5342245"
