FIPS_Code,County_FIPS_Code,County,State_FIPS_Code,State,value,month,year
06047,047,Merced,06,CA,1539,Jan,2017
06047,047,Merced,06,CA,1517,Feb,2017
06047,047,Merced,06,CA,1504,Mar,2017
06047,047,Merced,06,CA,1506,Apr,2017
06047,047,Merced,06,CA,1489,May,2017
06047,047,Merced,06,CA,1504,Jun,2017
06047,047,Merced,06,CA,1479,Jul,2017
06047,047,Merced,06,CA,1523,Aug,2017
06047,047,Merced,06,CA,1519,Sep,2017
06047,047,Merced,06,CA,1507,Oct,2017
06047,047,Merced,06,CA,1486,Nov,2017
06047,047,Merced,06,CA,1471,Dec,2017
06049,049,Modoc,06,CA,269,Jan,2017
06049,049,Modoc,06,CA,271,Feb,2017
06049,049,Modoc,06,CA,265,Mar,2017
06049,049,Modoc,06,CA,265,Apr,2017
06049,049,Modoc,06,CA,272,May,2017
06049,049,Modoc,06,CA,271,Jun,2017
06049,049,Modoc,06,CA,271,Jul,2017
06049,049,Modoc,06,CA,287,Aug,2017
06049,049,Modoc,06,CA,284,Sep,2017
06049,049,Modoc,06,CA,288,Oct,2017
06049,049,Modoc,06,CA,283,Nov,2017
06049,049,Modoc,06,CA,275,Dec,2017
06051,051,Mono,06,CA,138,Jan,2017
06051,051,Mono,06,CA,135,Feb,2017
06051,051,Mono,06,CA,134,Mar,2017
06051,051,Mono,06,CA,136,Apr,2017
06051,051,Mono,06,CA,136,May,2017
06051,051,Mono,06,CA,135,Jun,2017
06051,051,Mono,06,CA,136,Jul,2017
06051,051,Mono,06,CA,136,Aug,2017
06051,051,Mono,06,CA,133,Sep,2017
06051,051,Mono,06,CA,133,Oct,2017
06051,051,Mono,06,CA,132,Nov,2017
06051,051,Mono,06,CA,131,Dec,2017
06053,053,Monterey,06,CA,1331,Jan,2017
06053,053,Monterey,06,CA,1305,Feb,2017
06053,053,Monterey,06,CA,1297,Mar,2017
06053,053,Monterey,06,CA,1279,Apr,2017
06053,053,Monterey,06,CA,1291,May,2017
06053,053,Monterey,06,CA,1267,Jun,2017
06053,053,Monterey,06,CA,1258,Jul,2017
06053,053,Monterey,06,CA,1308,Aug,2017
06053,053,Monterey,06,CA,1330,Sep,2017
06053,053,Monterey,06,CA,1328,Oct,2017
06053,053,Monterey,06,CA,1323,Nov,2017
06053,053,Monterey,06,CA,1326,Dec,2017
06055,055,Napa,06,CA,743,Jan,2017
06055,055,Napa,06,CA,722,Feb,2017
06055,055,Napa,06,CA,691,Mar,2017
06055,055,Napa,06,CA,696,Apr,2017
06055,055,Napa,06,CA,695,May,2017
06055,055,Napa,06,CA,687,Jun,2017
06055,055,Napa,06,CA,741,Jul,2017
06055,055,Napa,06,CA,767,Aug,2017
06055,055,Napa,06,CA,763,Sep,2017
06055,055,Napa,06,CA,752,Oct,2017
06055,055,Napa,06,CA,743,Nov,2017
06055,055,Napa,06,CA,739,Dec,2017
06057,057,Nevada,06,CA,932,Jan,2017
06057,057,Nevada,06,CA,937,Feb,2017
06057,057,Nevada,06,CA,943,Mar,2017
06057,057,Nevada,06,CA,951,Apr,2017
06057,057,Nevada,06,CA,957,May,2017
06057,057,Nevada,06,CA,960,Jun,2017
06057,057,Nevada,06,CA,941,Jul,2017
06057,057,Nevada,06,CA,980,Aug,2017
06057,057,Nevada,06,CA,975,Sep,2017
06057,057,Nevada,06,CA,971,Oct,2017
06057,057,Nevada,06,CA,977,Nov,2017
06057,057,Nevada,06,CA,978,Dec,2017
06059,059,Orange,06,CA,10494,Jan,2017
06059,059,Orange,06,CA,10412,Feb,2017
06059,059,Orange,06,CA,10194,Mar,2017
06059,059,Orange,06,CA,10014,Apr,2017
06059,059,Orange,06,CA,9940,May,2017
06059,059,Orange,06,CA,9936,Jun,2017
06059,059,Orange,06,CA,10240,Jul,2017
06059,059,Orange,06,CA,10539,Aug,2017
06059,059,Orange,06,CA,10517,Sep,2017
06059,059,Orange,06,CA,10539,Oct,2017
06059,059,Orange,06,CA,10452,Nov,2017
06059,059,Orange,06,CA,10387,Dec,2017
06061,061,Placer,06,CA,2349,Jan,2017
06061,061,Placer,06,CA,2293,Feb,2017
06061,061,Placer,06,CA,2261,Mar,2017
06061,061,Placer,06,CA,2223,Apr,2017
06061,061,Placer,06,CA,2192,May,2017
06061,061,Placer,06,CA,2160,Jun,2017
06061,061,Placer,06,CA,2326,Jul,2017
06061,061,Placer,06,CA,2379,Aug,2017
06061,061,Placer,06,CA,2401,Sep,2017
06061,061,Placer,06,CA,2413,Oct,2017
06061,061,Placer,06,CA,2402,Nov,2017
06061,061,Placer,06,CA,2360,Dec,2017
06063,063,Plumas,06,CA,438,Jan,2017
06063,063,Plumas,06,CA,439,Feb,2017
06063,063,Plumas,06,CA,438,Mar,2017
06063,063,Plumas,06,CA,438,Apr,2017
06063,063,Plumas,06,CA,435,May,2017
06063,063,Plumas,06,CA,436,Jun,2017
06063,063,Plumas,06,CA,429,Jul,2017
06063,063,Plumas,06,CA,436,Aug,2017
06063,063,Plumas,06,CA,436,Sep,2017
06063,063,Plumas,06,CA,430,Oct,2017
06063,063,Plumas,06,CA,431,Nov,2017
06063,063,Plumas,06,CA,426,Dec,2017
06065,065,Riverside,06,CA,12391,Jan,2017
06065,065,Riverside,06,CA,12487,Feb,2017
06065,065,Riverside,06,CA,12418,Mar,2017
06065,065,Riverside,06,CA,12388,Apr,2017
06065,065,Riverside,06,CA,12422,May,2017
06065,065,Riverside,06,CA,12489,Jun,2017
06065,065,Riverside,06,CA,12803,Jul,2017
06065,065,Riverside,06,CA,13149,Aug,2017
06065,065,Riverside,06,CA,13174,Sep,2017
06065,065,Riverside,06,CA,13199,Oct,2017
06065,065,Riverside,06,CA,13001,Nov,2017
06065,065,Riverside,06,CA,13030,Dec,2017
06067,067,Sacramento,06,CA,7877,Jan,2017
06067,067,Sacramento,06,CA,7777,Feb,2017
06067,067,Sacramento,06,CA,7602,Mar,2017
06067,067,Sacramento,06,CA,7445,Apr,2017
06067,067,Sacramento,06,CA,7355,May,2017
06067,067,Sacramento,06,CA,7231,Jun,2017
06067,067,Sacramento,06,CA,7762,Jul,2017
06067,067,Sacramento,06,CA,7965,Aug,2017
06067,067,Sacramento,06,CA,7912,Sep,2017
06067,067,Sacramento,06,CA,7797,Oct,2017
06067,067,Sacramento,06,CA,7703,Nov,2017
06067,067,Sacramento,06,CA,7567,Dec,2017
06069,069,San Benito,06,CA,218,Jan,2017
06069,069,San Benito,06,CA,215,Feb,2017
06069,069,San Benito,06,CA,207,Mar,2017
06069,069,San Benito,06,CA,205,Apr,2017
06069,069,San Benito,06,CA,205,May,2017
06069,069,San Benito,06,CA,201,Jun,2017
06069,069,San Benito,06,CA,202,Jul,2017
06069,069,San Benito,06,CA,208,Aug,2017
06069,069,San Benito,06,CA,210,Sep,2017
06069,069,San Benito,06,CA,214,Oct,2017
06069,069,San Benito,06,CA,212,Nov,2017
06069,069,San Benito,06,CA,211,Dec,2017
06071,071,San Bernardino,06,CA,10994,Jan,2017
06071,071,San Bernardino,06,CA,10991,Feb,2017
06071,071,San Bernardino,06,CA,10914,Mar,2017
06071,071,San Bernardino,06,CA,10778,Apr,2017
06071,071,San Bernardino,06,CA,10864,May,2017
06071,071,San Bernardino,06,CA,10785,Jun,2017
06071,071,San Bernardino,06,CA,11122,Jul,2017
06071,071,San Bernardino,06,CA,11346,Aug,2017
06071,071,San Bernardino,06,CA,11336,Sep,2017
06071,071,San Bernardino,06,CA,11290,Oct,2017
06071,071,San Bernardino,06,CA,11210,Nov,2017
06071,071,San Bernardino,06,CA,11101,Dec,2017
06073,073,San Diego,06,CA,12469,Jan,2017
06073,073,San Diego,06,CA,12315,Feb,2017
06073,073,San Diego,06,CA,12117,Mar,2017
06073,073,San Diego,06,CA,12068,Apr,2017
06073,073,San Diego,06,CA,11889,May,2017
06073,073,San Diego,06,CA,11812,Jun,2017
06073,073,San Diego,06,CA,12203,Jul,2017
06073,073,San Diego,06,CA,12513,Aug,2017
06073,073,San Diego,06,CA,12471,Sep,2017
06073,073,San Diego,06,CA,12351,Oct,2017
06073,073,San Diego,06,CA,12259,Nov,2017
06073,073,San Diego,06,CA,12214,Dec,2017
06075,075,San Francisco,06,CA,2554,Jan,2017
06075,075,San Francisco,06,CA,2491,Feb,2017
06075,075,San Francisco,06,CA,2416,Mar,2017
06075,075,San Francisco,06,CA,2367,Apr,2017
06075,075,San Francisco,06,CA,2350,May,2017
06075,075,San Francisco,06,CA,2367,Jun,2017
06075,075,San Francisco,06,CA,2474,Jul,2017
06075,075,San Francisco,06,CA,2535,Aug,2017
06075,075,San Francisco,06,CA,2653,Sep,2017
06075,075,San Francisco,06,CA,2637,Oct,2017
06075,075,San Francisco,06,CA,2629,Nov,2017
06075,075,San Francisco,06,CA,2596,Dec,2017
06077,077,San Joaquin,06,CA,3010,Jan,2017
06077,077,San Joaquin,06,CA,2969,Feb,2017
06077,077,San Joaquin,06,CA,2939,Mar,2017
06077,077,San Joaquin,06,CA,2903,Apr,2017
06077,077,San Joaquin,06,CA,2864,May,2017
06077,077,San Joaquin,06,CA,2824,Jun,2017
06077,077,San Joaquin,06,CA,2964,Jul,2017
06077,077,San Joaquin,06,CA,3100,Aug,2017
06077,077,San Joaquin,06,CA,3087,Sep,2017
06077,077,San Joaquin,06,CA,3064,Oct,2017
06077,077,San Joaquin,06,CA,3033,Nov,2017
06077,077,San Joaquin,06,CA,3022,Dec,2017
06079,079,San Luis Obispo,06,CA,2202,Jan,2017
06079,079,San Luis Obispo,06,CA,2170,Feb,2017
06079,079,San Luis Obispo,06,CA,2127,Mar,2017
06079,079,San Luis Obispo,06,CA,2096,Apr,2017
06079,079,San Luis Obispo,06,CA,2107,May,2017
06079,079,San Luis Obispo,06,CA,2061,Jun,2017
06079,079,San Luis Obispo,06,CA,2047,Jul,2017
06079,079,San Luis Obispo,06,CA,2126,Aug,2017
06079,079,San Luis Obispo,06,CA,2097,Sep,2017
06079,079,San Luis Obispo,06,CA,2098,Oct,2017
06079,079,San Luis Obispo,06,CA,2076,Nov,2017
06079,079,San Luis Obispo,06,CA,2072,Dec,2017
06081,081,San Mateo,06,CA,2414,Jan,2017
06081,081,San Mateo,06,CA,2380,Feb,2017
06081,081,San Mateo,06,CA,2295,Mar,2017
06081,081,San Mateo,06,CA,2226,Apr,2017
06081,081,San Mateo,06,CA,2187,May,2017
06081,081,San Mateo,06,CA,2123,Jun,2017
06081,081,San Mateo,06,CA,2297,Jul,2017
06081,081,San Mateo,06,CA,2396,Aug,2017
